|dates|Schoolcraft_Michigan_UnitedStates.AverageDailyTemperature.data|Schoolcraft_Michigan_UnitedStates.AverageDailyTemperature.missing|Schoolcraft_Michigan_UnitedStates.AverageDewPoint.data|Schoolcraft_Michigan_UnitedStates.AverageDewPoint.missing|Schoolcraft_Michigan_UnitedStates.AverageRelativeHumidity.data|Schoolcraft_Michigan_UnitedStates.AverageRelativeHumidity.missing|Schoolcraft_Michigan_UnitedStates.AverageSurfaceAirPressure.data|Schoolcraft_Michigan_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|26.791666666666668|0|24.651041666666668|0|91.86979166666667|0|28.60239583333333|0
0|2020-01-02|35.260416666666664|0|32.96875|0|91.86458333333333|0|28.485833333333378|0
0|2020-01-03|30.364583333333332|0|26.291666666666668|0|84.71875|0|28.81468749999998|0
0|2020-01-04|28.34375|0|26.088541666666668|0|91.49479166666667|0|28.930416666666673|0
0|2020-01-05|28.135416666666668|0|26.052083333333332|0|91.78645833333333|0|28.859270833333312|0
0|2020-01-06|25.119791666666668|0|17.989583333333332|0|74.88020833333333|0|28.863541666666666|0
0|2020-01-07|25.78125|0|19.567708333333332|0|78.55208333333333|0|28.819635416666646|0
0|2020-01-08|14.333333333333334|0|7.911458333333333|0|76.39583333333333|0|29.256927083333313|0
0|2020-01-09|22.802083333333332|0|16.96875|0|78.91145833333333|0|29.15067708333334|0
0|2020-01-10|33.098958333333336|0|28.661458333333332|0|84.21875|0|29.112291666666682|0
0|2020-01-11|19.229166666666668|0|11.328125|0|71.984375|0|29.17963541666667|0
0|2020-01-12|11.078125|0|1.734375|0|66.52604166666667|0|29.332239583333358|0
0|2020-01-13|16.46875|0|12.052083333333334|0|83.49479166666667|0|29.343697916666628|0
0|2020-01-14|29.557291666666668|0|27.09375|0|90.76041666666667|0|29.071770833333346|0
0|2020-01-15|29.208333333333332|0|23.223958333333332|0|78.55208333333333|0|29.15526041666669|0
0|2020-01-16|20.75|0|17.291666666666668|0|86.78125|0|29.44515625|0
0|2020-01-17|16.401041666666668|0|12.739583333333334|0|86.078125|0|29.707343750000003|0
0|2020-01-18|21.739583333333332|0|19.447916666666668|0|90.80729166666667|0|28.85645833333331|0
0|2020-01-19|16.796875|0|11.947916666666666|0|82.35416666666667|0|29.169010416666648|0
0|2020-01-20|21.395833333333332|0|13.041666666666666|0|71.625|0|29.510260416666668|0
0|2020-01-21|20.421875|0|12.130208333333334|0|70.91666666666667|0|29.346562499999994|0
0|2020-01-22|29.640625|0|26.375|0|87.38541666666667|0|29.061249999999987|0
0|2020-01-23|32.875|0|31.072916666666668|0|93.04166666666667|0|29.176562499999985|0
0|2020-01-24|32.28125|0|30.447916666666668|0|92.94791666666667|0|29.13067708333334|0
0|2020-01-25|33.390625|0|31.552083333333332|0|93.07291666666667|0|28.838541666666654|0
