|dates|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.data|Linn_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Linn_Oregon_UnitedStates.NYT_ConfirmedCases.data|Linn_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-13|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-14|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-15|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-16|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-17|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-18|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-19|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-20|18.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-21|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-22|19.0|0|19.0|0|1.0|0|0.0|100
0|2020-03-23|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-24|21.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-25|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-03-26|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-03-27|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-28|32.0|0|32.0|0|1.0|0|0.0|100
0|2020-03-29|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-03-30|36.0|0|36.0|0|2.0|0|0.0|100
0|2020-03-31|37.0|0|37.0|0|2.0|0|0.0|100
0|2020-04-01|37.0|0|37.0|0|2.0|0|0.0|100
0|2020-04-02|37.0|0|37.0|0|2.0|0|0.0|100
0|2020-04-03|37.0|0|37.0|0|2.0|0|0.0|100
0|2020-04-04|37.0|0|41.0|0|2.0|0|0.0|100
0|2020-04-05|43.0|0|43.0|0|2.0|0|0.0|100
0|2020-04-06|43.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-07|44.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-08|45.0|0|46.0|0|2.0|0|0.0|100
0|2020-04-09|49.0|0|49.0|0|4.0|0|0.0|100
0|2020-04-10|49.0|0|49.0|0|4.0|0|0.0|100
0|2020-04-11|49.0|0|51.0|0|4.0|0|0.0|100
0|2020-04-12|52.0|0|52.0|0|4.0|0|0.0|100
0|2020-04-13|52.0|0|52.0|0|4.0|0|0.0|100
0|2020-04-14|52.0|0|52.0|0|4.0|0|0.0|100
0|2020-04-15|53.0|0|53.0|0|4.0|0|0.0|100
0|2020-04-16|54.0|0|54.0|0|4.0|0|0.0|100
0|2020-04-17|57.0|0|57.0|0|6.0|0|0.0|100
0|2020-04-18|59.0|0|59.0|0|6.0|0|0.0|100
0|2020-04-19|59.0|0|59.0|0|6.0|0|0.0|100
0|2020-04-20|61.0|0|61.0|0|6.0|0|0.0|100
0|2020-04-21|62.0|0|62.0|0|6.0|0|0.0|100
0|2020-04-22|63.0|0|63.0|0|6.0|0|0.0|100
0|2020-04-23|67.0|0|67.0|0|6.0|0|0.0|100
0|2020-04-24|67.0|0|67.0|0|7.0|0|0.0|100
0|2020-04-25|71.0|0|71.0|0|7.0|0|0.0|100
0|2020-04-26|74.0|0|74.0|0|7.0|0|0.0|100
0|2020-04-27|79.0|0|79.0|0|7.0|0|0.0|100
0|2020-04-28|81.0|0|81.0|0|7.0|0|0.0|100
0|2020-04-29|82.0|0|82.0|0|7.0|0|0.0|100
0|2020-04-30|86.0|0|86.0|0|7.0|0|0.0|100
0|2020-05-01|87.0|0|87.0|0|7.0|0|0.0|100
0|2020-05-02|87.0|0|87.0|0|7.0|0|0.0|100
0|2020-05-03|87.0|0|87.0|0|7.0|0|0.0|100
0|2020-05-04|97.0|0|97.0|0|7.0|0|0.0|100
0|2020-05-05|98.0|0|98.0|0|7.0|0|0.0|100
0|2020-05-06|99.0|0|99.0|0|7.0|0|0.0|100
0|2020-05-07|99.0|0|99.0|0|7.0|0|0.0|100
0|2020-05-08|100.0|0|100.0|0|7.0|0|0.0|100
0|2020-05-09|102.0|0|102.0|0|8.0|0|0.0|100
0|2020-05-10|102.0|0|102.0|0|8.0|0|0.0|100
0|2020-05-11|103.0|0|103.0|0|8.0|0|0.0|100
0|2020-05-12|104.0|0|104.0|0|8.0|0|0.0|100
0|2020-05-13|105.0|0|105.0|0|8.0|0|0.0|100
