|dates|Harford_Maryland_UnitedStates.JHU_ConfirmedCases.data|Harford_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Harford_Maryland_UnitedStates.NYT_ConfirmedCases.data|Harford_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Harford_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Harford_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Harford_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Harford_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-27|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-28|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-29|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-30|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-31|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-01|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-02|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-03|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-04|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-05|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-06|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-07|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-08|86.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-09|101.0|0|101.0|0|0.0|0|0.0|100
0|2020-04-10|110.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-11|120.0|0|120.0|0|1.0|0|0.0|100
0|2020-04-12|129.0|0|129.0|0|1.0|0|0.0|100
0|2020-04-13|142.0|0|142.0|0|0.0|0|0.0|100
0|2020-04-14|147.0|0|147.0|0|0.0|0|0.0|100
0|2020-04-15|152.0|0|155.0|0|0.0|0|0.0|100
0|2020-04-16|161.0|0|165.0|0|0.0|0|0.0|100
0|2020-04-17|176.0|0|182.0|0|0.0|0|0.0|100
0|2020-04-18|195.0|0|200.0|0|5.0|0|0.0|100
0|2020-04-19|210.0|0|215.0|0|6.0|0|0.0|100
0|2020-04-20|226.0|0|231.0|0|6.0|0|0.0|100
0|2020-04-21|232.0|0|238.0|0|7.0|0|0.0|100
0|2020-04-22|267.0|0|273.0|0|8.0|0|0.0|100
0|2020-04-23|280.0|0|286.0|0|8.0|0|0.0|100
0|2020-04-24|280.0|0|295.0|0|8.0|0|0.0|100
0|2020-04-25|302.0|0|309.0|0|11.0|0|0.0|100
0|2020-04-26|319.0|0|326.0|0|11.0|0|0.0|100
0|2020-04-27|352.0|0|359.0|0|11.0|0|0.0|100
0|2020-04-28|358.0|0|365.0|0|13.0|0|0.0|100
0|2020-04-29|371.0|0|378.0|0|13.0|0|0.0|100
0|2020-04-30|414.0|0|421.0|0|13.0|0|0.0|100
0|2020-05-01|437.0|0|443.0|0|15.0|0|0.0|100
0|2020-05-02|468.0|0|474.0|0|16.0|0|0.0|100
0|2020-05-03|479.0|0|485.0|0|16.0|0|0.0|100
0|2020-05-04|491.0|0|497.0|0|16.0|0|0.0|100
0|2020-05-05|499.0|0|503.0|0|19.0|0|0.0|100
0|2020-05-06|532.0|0|536.0|0|21.0|0|0.0|100
0|2020-05-07|552.0|0|556.0|0|22.0|0|0.0|100
0|2020-05-08|572.0|0|576.0|0|24.0|0|0.0|100
0|2020-05-09|589.0|0|593.0|0|25.0|0|0.0|100
0|2020-05-10|605.0|0|609.0|0|25.0|0|0.0|100
0|2020-05-11|605.0|0|609.0|0|25.0|0|0.0|100
0|2020-05-12|614.0|0|618.0|0|27.0|0|0.0|100
0|2020-05-13|629.0|0|633.0|0|28.0|0|0.0|100
