|dates|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-22|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-23|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-24|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-25|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-03-26|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-03-27|100.0|0|100.0|0|2.0|0|0.0|100
0|2020-03-28|133.0|0|133.0|0|2.0|0|0.0|100
0|2020-03-29|148.0|0|148.0|0|2.0|0|0.0|100
0|2020-03-30|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-03-31|191.0|0|191.0|0|2.0|0|0.0|100
0|2020-04-01|255.0|0|255.0|0|3.0|0|0.0|100
0|2020-04-02|283.0|0|283.0|0|3.0|0|0.0|100
0|2020-04-03|314.0|0|314.0|0|6.0|0|0.0|100
0|2020-04-04|330.0|0|330.0|0|6.0|0|0.0|100
0|2020-04-05|347.0|0|347.0|0|6.0|0|0.0|100
0|2020-04-06|383.0|0|383.0|0|7.0|0|0.0|100
0|2020-04-07|405.0|0|405.0|0|10.0|0|0.0|100
0|2020-04-08|423.0|0|423.0|0|11.0|0|0.0|100
0|2020-04-09|444.0|0|444.0|0|11.0|0|0.0|100
0|2020-04-10|464.0|0|464.0|0|11.0|0|0.0|100
0|2020-04-11|480.0|0|480.0|0|15.0|0|0.0|100
0|2020-04-12|501.0|0|501.0|0|16.0|0|0.0|100
0|2020-04-13|502.0|0|502.0|0|16.0|0|0.0|100
0|2020-04-14|514.0|0|514.0|0|16.0|0|0.0|100
0|2020-04-15|530.0|0|530.0|0|18.0|0|0.0|100
0|2020-04-16|550.0|0|550.0|0|18.0|0|0.0|100
0|2020-04-17|573.0|0|573.0|0|18.0|0|0.0|100
0|2020-04-18|590.0|0|590.0|0|20.0|0|0.0|100
0|2020-04-19|632.0|0|632.0|0|21.0|0|0.0|100
0|2020-04-20|632.0|0|664.0|0|21.0|0|0.0|100
0|2020-04-21|672.0|0|672.0|0|22.0|0|0.0|100
0|2020-04-22|678.0|0|678.0|0|22.0|0|0.0|100
0|2020-04-23|708.0|0|708.0|0|22.0|0|0.0|100
0|2020-04-24|747.0|0|747.0|0|22.0|0|0.0|100
0|2020-04-25|756.0|0|756.0|0|37.0|0|0.0|100
0|2020-04-26|772.0|0|772.0|0|37.0|0|0.0|100
0|2020-04-27|798.0|0|798.0|0|39.0|0|0.0|100
0|2020-04-28|820.0|0|820.0|0|39.0|0|0.0|100
0|2020-04-29|842.0|0|842.0|0|40.0|0|0.0|100
0|2020-04-30|860.0|0|860.0|0|43.0|0|0.0|100
0|2020-05-01|902.0|0|902.0|0|45.0|0|0.0|100
0|2020-05-02|937.0|0|937.0|0|46.0|0|0.0|100
0|2020-05-03|946.0|0|946.0|0|47.0|0|0.0|100
0|2020-05-04|961.0|0|961.0|0|47.0|0|0.0|100
0|2020-05-05|969.0|0|969.0|0|48.0|0|0.0|100
0|2020-05-06|997.0|0|997.0|0|55.0|0|0.0|100
0|2020-05-07|1021.0|0|1021.0|0|57.0|0|0.0|100
0|2020-05-08|1038.0|0|1038.0|0|61.0|0|0.0|100
0|2020-05-09|1056.0|0|1056.0|0|66.0|0|0.0|100
0|2020-05-10|1068.0|0|1068.0|0|68.0|0|0.0|100
0|2020-05-11|1075.0|0|1075.0|0|73.0|0|0.0|100
0|2020-05-12|1093.0|0|1093.0|0|73.0|0|0.0|100
