|dates|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Newport_RhodeIsland_UnitedStates.NYT_ConfirmedCases.data|Newport_RhodeIsland_UnitedStates.NYT_ConfirmedCases.missing|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|8.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|8.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|9.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|9.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|9.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|12.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-28|12.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-29|19.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-30|19.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-31|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-01|23.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-02|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-03|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-04|33.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-05|39.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-06|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-07|52.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-08|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-09|56.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-10|56.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-11|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-12|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-13|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-14|74.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-15|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-16|94.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-17|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-18|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-19|103.0|0|105.0|0|0.0|0|0.0|100
0|2020-04-20|107.0|0|107.0|0|0.0|0|0.0|100
0|2020-04-21|110.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-22|114.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-23|117.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-24|124.0|0|124.0|0|0.0|0|0.0|100
0|2020-04-25|130.0|0|130.0|0|0.0|0|0.0|100
0|2020-04-26|135.0|0|135.0|0|0.0|0|0.0|100
0|2020-04-27|138.0|0|135.0|0|0.0|0|0.0|100
0|2020-04-28|138.0|0|138.0|0|0.0|0|0.0|100
0|2020-04-29|148.0|0|148.0|0|0.0|0|0.0|100
0|2020-04-30|149.0|0|149.0|0|0.0|0|0.0|100
0|2020-05-01|155.0|0|155.0|0|0.0|0|0.0|100
0|2020-05-02|156.0|0|156.0|0|0.0|0|0.0|100
0|2020-05-03|158.0|0|158.0|0|0.0|0|0.0|100
0|2020-05-04|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-05|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-06|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-07|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-08|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-09|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-10|161.0|0|161.0|0|0.0|0|0.0|100
0|2020-05-11|182.0|0|182.0|0|0.0|0|0.0|100
0|2020-05-12|185.0|0|185.0|0|0.0|0|0.0|100
0|2020-05-13|197.0|0|197.0|0|0.0|0|0.0|100
