|dates|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedCases.data|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|CapeMay_NewJersey_UnitedStates.NYT_ConfirmedCases.data|CapeMay_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|CapeMay_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-27|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-29|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-30|9.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-31|12.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-01|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-02|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-03|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-04|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-05|77.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-06|85.0|0|85.0|0|3.0|0|0.0|100
0|2020-04-07|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-08|100.0|0|100.0|0|3.0|0|0.0|100
0|2020-04-09|109.0|0|109.0|0|3.0|0|0.0|100
0|2020-04-10|116.0|0|116.0|0|5.0|0|0.0|100
0|2020-04-11|129.0|0|129.0|0|5.0|0|0.0|100
0|2020-04-12|145.0|0|145.0|0|9.0|0|0.0|100
0|2020-04-13|164.0|0|164.0|0|9.0|0|0.0|100
0|2020-04-14|169.0|0|169.0|0|10.0|0|0.0|100
0|2020-04-15|178.0|0|178.0|0|10.0|0|0.0|100
0|2020-04-16|186.0|0|186.0|0|10.0|0|0.0|100
0|2020-04-17|189.0|0|189.0|0|14.0|0|0.0|100
0|2020-04-18|199.0|0|199.0|0|14.0|0|0.0|100
0|2020-04-19|206.0|0|206.0|0|14.0|0|0.0|100
0|2020-04-20|212.0|0|212.0|0|15.0|0|0.0|100
0|2020-04-21|217.0|0|217.0|0|15.0|0|0.0|100
0|2020-04-22|227.0|0|227.0|0|16.0|0|0.0|100
0|2020-04-23|236.0|0|236.0|0|16.0|0|0.0|100
0|2020-04-24|247.0|0|247.0|0|16.0|0|0.0|100
0|2020-04-25|261.0|0|261.0|0|18.0|0|0.0|100
0|2020-04-26|281.0|0|281.0|0|18.0|0|0.0|100
0|2020-04-27|281.0|0|281.0|0|18.0|0|0.0|100
0|2020-04-28|299.0|0|299.0|0|20.0|0|0.0|100
0|2020-04-29|305.0|0|305.0|0|21.0|0|0.0|100
0|2020-04-30|323.0|0|323.0|0|22.0|0|0.0|100
0|2020-05-01|334.0|0|334.0|0|22.0|0|0.0|100
0|2020-05-02|337.0|0|337.0|0|23.0|0|0.0|100
0|2020-05-03|344.0|0|344.0|0|24.0|0|0.0|100
0|2020-05-04|355.0|0|355.0|0|24.0|0|0.0|100
0|2020-05-05|369.0|0|369.0|0|26.0|0|0.0|100
0|2020-05-06|378.0|0|378.0|0|28.0|0|0.0|100
0|2020-05-07|401.0|0|401.0|0|31.0|0|0.0|100
0|2020-05-08|424.0|0|424.0|0|31.0|0|0.0|100
0|2020-05-09|442.0|0|442.0|0|32.0|0|0.0|100
0|2020-05-10|458.0|0|458.0|0|32.0|0|0.0|100
0|2020-05-11|462.0|0|462.0|0|32.0|0|0.0|100
0|2020-05-12|471.0|0|471.0|0|35.0|0|0.0|100
0|2020-05-13|479.0|0|479.0|0|37.0|0|0.0|100
