|dates|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SantaFe_NewMexico_UnitedStates.NYT_ConfirmedCases.data|SantaFe_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-18|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-19|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-20|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-21|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-22|8.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-23|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-24|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-25|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-26|17.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-27|22.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-28|29.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-29|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-30|34.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-31|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-01|42.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-02|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-03|48.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-04|52.0|0|58.0|0|0.0|0|0.0|100
0|2020-04-05|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-06|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-07|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-08|66.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-09|68.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-10|70.0|0|72.0|0|0.0|0|0.0|100
0|2020-04-11|72.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-12|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-04-13|75.0|0|76.0|0|0.0|0|0.0|100
0|2020-04-14|76.0|0|76.0|0|0.0|0|0.0|100
0|2020-04-15|78.0|0|78.0|0|0.0|0|0.0|100
0|2020-04-16|78.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-17|79.0|0|80.0|0|0.0|0|0.0|100
0|2020-04-18|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-19|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-20|86.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-21|86.0|0|88.0|0|0.0|0|0.0|100
0|2020-04-22|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-23|96.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-24|94.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-25|95.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-26|95.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-27|95.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-28|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-29|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-30|100.0|0|100.0|0|0.0|0|0.0|100
0|2020-05-01|100.0|0|100.0|0|0.0|0|0.0|100
0|2020-05-02|107.0|0|107.0|0|0.0|0|0.0|100
0|2020-05-03|107.0|0|107.0|0|0.0|0|0.0|100
0|2020-05-04|108.0|0|108.0|0|0.0|0|0.0|100
0|2020-05-05|108.0|0|108.0|0|0.0|0|0.0|100
0|2020-05-06|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-05-07|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-05-08|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-05-09|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-05-10|111.0|0|111.0|0|1.0|0|0.0|100
0|2020-05-11|112.0|0|112.0|0|1.0|0|0.0|100
0|2020-05-12|112.0|0|112.0|0|2.0|0|0.0|100
0|2020-05-13|113.0|0|113.0|0|2.0|0|0.0|100
