|dates|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedCases.data|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedCases.missing|NewYorkCity_NewYork_UnitedStates.NYT_ConfirmedCases.data|NewYorkCity_NewYork_UnitedStates.NYT_ConfirmedCases.missing|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-02|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-03|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-04|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-05|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-06|11.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-07|11.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-08|12.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-09|19.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-10|25.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-11|55.0|0|52.0|0|0.0|0|0.0|100
0|2020-03-12|95.0|0|96.0|0|0.0|0|0.0|100
0|2020-03-13|154.0|0|155.0|0|0.0|0|0.0|100
0|2020-03-14|269.0|0|269.0|0|1.0|0|0.0|100
0|2020-03-15|269.0|0|330.0|0|1.0|0|0.0|100
0|2020-03-16|463.0|0|464.0|0|7.0|0|0.0|100
0|2020-03-17|814.0|0|646.0|0|7.0|0|0.0|100
0|2020-03-18|1871.0|0|1344.0|0|11.0|0|0.0|100
0|2020-03-19|3954.0|0|2477.0|0|26.0|0|0.0|100
0|2020-03-20|5151.0|0|4419.0|0|29.0|0|0.0|100
0|2020-03-21|7530.0|0|6226.0|0|45.0|0|0.0|100
0|2020-03-22|9654.0|0|9065.0|0|63.0|0|0.0|100
0|2020-03-23|12305.0|0|12329.0|0|99.0|0|0.0|100
0|2020-03-24|14904.0|0|14943.0|0|131.0|0|0.0|100
0|2020-03-25|17856.0|0|20061.0|0|199.0|0|0.0|100
0|2020-03-26|21873.0|0|23182.0|0|281.0|0|0.0|100
0|2020-03-27|25573.0|0|25509.0|0|366.0|0|0.0|100
0|2020-03-28|29776.0|0|30919.0|0|517.0|0|0.0|100
0|2020-03-29|33768.0|0|33983.0|0|678.0|0|0.0|100
0|2020-03-30|37453.0|0|38375.0|0|790.0|0|0.0|100
0|2020-03-31|43119.0|0|43518.0|0|932.0|0|0.0|100
0|2020-04-01|47439.0|0|47914.0|0|1139.0|0|0.0|100
0|2020-04-02|51809.0|0|52400.0|0|1397.0|0|0.0|100
0|2020-04-03|57159.0|0|57941.0|0|1584.0|0|0.0|100
0|2020-04-04|63306.0|0|64274.0|0|1905.0|0|0.0|100
0|2020-04-05|67551.0|0|68726.0|0|2256.0|0|0.0|100
0|2020-04-06|72181.0|0|73553.0|0|3485.0|0|0.0|100
0|2020-04-07|76876.0|0|78498.0|0|4009.0|0|0.0|100
0|2020-04-08|81803.0|0|83673.0|0|4571.0|0|0.0|100
0|2020-04-09|87028.0|0|89127.0|0|5150.0|0|0.0|100
0|2020-04-10|92384.0|0|94702.0|0|5820.0|0|0.0|100
0|2020-04-11|98308.0|0|100840.0|0|6367.0|0|0.0|100
0|2020-04-12|103208.0|0|105939.0|0|6898.0|0|0.0|100
0|2020-04-13|106763.0|0|109706.0|0|7349.0|0|0.0|100
0|2020-04-14|110465.0|0|113632.0|0|7905.0|0|0.0|100
0|2020-04-15|118302.0|0|121653.0|0|8455.0|0|0.0|100
0|2020-04-16|123146.0|0|126623.0|0|11477.0|0|0.0|100
0|2020-04-17|127352.0|0|131003.0|0|13202.0|0|0.0|100
0|2020-04-18|135572.0|0|135052.0|0|13202.0|0|0.0|100
0|2020-04-19|138700.0|0|138370.0|0|14451.0|0|0.0|100
0|2020-04-20|141235.0|0|140881.0|0|14604.0|0|0.0|100
0|2020-04-21|144190.0|0|143547.0|0|14887.0|0|0.0|100
0|2020-04-22|147297.0|0|146787.0|0|15074.0|0|0.0|100
0|2020-04-23|145855.0|0|150327.0|0|16388.0|0|0.0|100
0|2020-04-24|150473.0|0|155081.0|0|16646.0|0|0.0|100
0|2020-04-25|155113.0|0|159851.0|0|17126.0|0|0.0|100
0|2020-04-26|158258.0|0|163106.0|0|17280.0|0|0.0|100
0|2020-04-27|160489.0|0|165463.0|0|17515.0|0|0.0|100
0|2020-04-28|162338.0|0|167487.0|0|17682.0|0|0.0|100
0|2020-04-29|164841.0|0|170124.0|0|18076.0|0|0.0|100
0|2020-04-30|167478.0|0|172784.0|0|18069.0|0|0.0|100
0|2020-05-01|169690.0|0|174931.0|0|18399.0|0|0.0|100
0|2020-05-02|172354.0|0|177490.0|0|18491.0|0|0.0|100
0|2020-05-03|174331.0|0|179728.0|0|18925.0|0|0.0|100
0|2020-05-04|175651.0|0|181034.0|0|19057.0|0|0.0|100
0|2020-05-05|176874.0|0|182318.0|0|19067.0|0|0.0|100
0|2020-05-06|178351.0|0|183770.0|0|19174.0|0|0.0|100
0|2020-05-07|180216.0|0|185653.0|0|19626.0|0|0.0|100
0|2020-05-08|181783.0|0|187157.0|0|19561.0|0|0.0|100
