|dates|Kaufman_Texas_UnitedStates.JHU_ConfirmedCases.data|Kaufman_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kaufman_Texas_UnitedStates.NYT_ConfirmedCases.data|Kaufman_Texas_UnitedStates.NYT_ConfirmedCases.missing|Kaufman_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kaufman_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kaufman_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kaufman_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-27|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-28|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-29|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-30|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-31|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-01|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-04-02|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-04-03|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-04|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-05|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-06|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-04-07|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-08|16.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-09|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-10|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-11|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-12|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-13|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-14|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-15|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-16|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-17|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-18|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-19|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-20|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-21|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-22|51.0|0|51.0|0|0.0|0|0.0|100
0|2020-04-23|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-04-24|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-25|71.0|0|71.0|0|0.0|0|0.0|100
0|2020-04-26|71.0|0|71.0|0|0.0|0|0.0|100
0|2020-04-27|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-04-28|75.0|0|75.0|0|0.0|0|0.0|100
0|2020-04-29|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-30|86.0|0|86.0|0|1.0|0|0.0|100
0|2020-05-01|86.0|0|86.0|0|1.0|0|0.0|100
0|2020-05-02|87.0|0|87.0|0|1.0|0|0.0|100
0|2020-05-03|87.0|0|87.0|0|1.0|0|0.0|100
0|2020-05-04|90.0|0|90.0|0|1.0|0|0.0|100
0|2020-05-05|96.0|0|96.0|0|1.0|0|0.0|100
0|2020-05-06|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-05-07|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-05-08|111.0|0|111.0|0|1.0|0|0.0|100
0|2020-05-09|116.0|0|116.0|0|1.0|0|0.0|100
0|2020-05-10|116.0|0|116.0|0|1.0|0|0.0|100
0|2020-05-11|120.0|0|120.0|0|1.0|0|0.0|100
0|2020-05-12|127.0|0|127.0|0|1.0|0|0.0|100
0|2020-05-13|133.0|0|133.0|0|1.0|0|0.0|100
