|dates|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Ritchie_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Ritchie_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-26|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-27|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-28|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-29|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-30|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-31|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-01|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-02|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-03|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-04|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-06|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-07|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-06-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-06-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-06-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-06-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-06-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-27|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-28|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-29|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-06-30|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-01|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-02|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-03|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-04|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-05|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-06|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-07|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-08|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-09|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-07-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-28|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-29|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-30|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-07-31|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-01|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-02|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-03|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-04|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-05|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-06|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-07|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-08|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-09|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-10|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-11|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-12|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-13|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-14|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-15|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-08-28|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-08-29|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-08-30|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-08-31|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-09-01|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-09-02|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-09-03|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-04|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-05|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-06|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-07|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-08|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-09|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-09-10|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-09-11|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-09-12|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-09-13|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-09-14|9.0|0|11.0|0|0.0|0|0.0|100
0|2020-09-15|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-16|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-17|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-18|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-19|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-20|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-21|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-22|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-09-23|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-09-24|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-09-25|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-09-26|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-09-27|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-09-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-09-29|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-09-30|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-01|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-02|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-03|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-04|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-05|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-06|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-07|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-10-08|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-09|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-10-10|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-10-11|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-10-12|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-10-13|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-10-14|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-10-15|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-10-16|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-10-17|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-10-18|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-10-19|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-10-20|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-10-21|32.0|0|31.0|0|0.0|0|0.0|100
0|2020-10-22|32.0|0|33.0|0|0.0|0|0.0|100
0|2020-10-23|32.0|0|34.0|0|0.0|0|0.0|100
0|2020-10-24|32.0|0|36.0|0|0.0|0|0.0|100
0|2020-10-25|32.0|0|36.0|0|0.0|0|0.0|100
0|2020-10-26|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-10-27|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-10-28|36.0|0|37.0|0|0.0|0|0.0|100
0|2020-10-29|36.0|0|41.0|0|0.0|0|0.0|100
0|2020-10-30|36.0|0|46.0|0|0.0|0|0.0|100
0|2020-10-31|36.0|0|48.0|0|0.0|0|0.0|100
0|2020-11-01|36.0|0|53.0|0|0.0|0|0.0|100
0|2020-11-02|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-11-03|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-11-04|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-11-05|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-11-06|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-11-07|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-11-08|71.0|0|71.0|0|0.0|0|0.0|100
0|2020-11-09|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-11-10|73.0|0|72.0|0|0.0|0|0.0|100
0|2020-11-11|77.0|0|77.0|0|0.0|0|0.0|100
0|2020-11-12|77.0|0|79.0|0|0.0|0|0.0|100
0|2020-11-13|77.0|0|88.0|0|0.0|0|0.0|100
0|2020-11-14|88.0|0|88.0|0|1.0|0|0.0|100
0|2020-11-15|88.0|0|92.0|0|1.0|0|0.0|100
0|2020-11-16|92.0|0|96.0|0|1.0|0|0.0|100
0|2020-11-17|92.0|0|100.0|0|1.0|0|0.0|100
0|2020-11-18|100.0|0|100.0|0|1.0|0|0.0|100
0|2020-11-19|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-11-20|107.0|0|107.0|0|1.0|0|0.0|100
0|2020-11-21|107.0|0|120.0|0|1.0|0|0.0|100
0|2020-11-22|107.0|0|128.0|0|1.0|0|0.0|100
0|2020-11-23|107.0|0|128.0|0|1.0|0|0.0|100
0|2020-11-24|133.0|0|133.0|0|2.0|0|0.0|100
0|2020-11-25|133.0|0|139.0|0|2.0|0|0.0|100
0|2020-11-26|133.0|0|145.0|0|2.0|0|0.0|100
0|2020-11-27|133.0|0|156.0|0|2.0|0|0.0|100
0|2020-11-28|133.0|0|165.0|0|2.0|0|0.0|100
0|2020-11-29|177.0|0|177.0|0|2.0|0|0.0|100
0|2020-11-30|177.0|0|179.0|0|3.0|0|0.0|100
0|2020-12-01|177.0|0|182.0|0|3.0|0|0.0|100
0|2020-12-02|177.0|0|185.0|0|3.0|0|0.0|100
0|2020-12-03|177.0|0|186.0|0|3.0|0|0.0|100
0|2020-12-04|195.0|0|195.0|0|3.0|0|0.0|100
0|2020-12-05|200.0|0|200.0|0|3.0|0|0.0|100
0|2020-12-06|209.0|0|209.0|0|4.0|0|0.0|100
0|2020-12-07|209.0|0|213.0|0|4.0|0|0.0|100
0|2020-12-08|209.0|0|215.0|0|4.0|0|0.0|100
0|2020-12-09|209.0|0|219.0|0|4.0|0|0.0|100
0|2020-12-10|227.0|0|227.0|0|4.0|0|0.0|100
0|2020-12-11|227.0|0|234.0|0|4.0|0|0.0|100
0|2020-12-12|240.0|0|240.0|0|6.0|0|0.0|100
0|2020-12-13|243.0|0|243.0|0|6.0|0|0.0|100
0|2020-12-14|243.0|0|256.0|0|6.0|0|0.0|100
0|2020-12-15|262.0|0|262.0|0|7.0|0|0.0|100
0|2020-12-16|262.0|0|265.0|0|7.0|0|0.0|100
0|2020-12-17|272.0|0|272.0|0|6.0|0|0.0|100
0|2020-12-18|277.0|0|277.0|0|6.0|0|0.0|100
0|2020-12-19|282.0|0|282.0|0|6.0|0|0.0|100
0|2020-12-20|287.0|0|287.0|0|6.0|0|0.0|100
0|2020-12-21|295.0|0|295.0|0|6.0|0|0.0|100
0|2020-12-22|301.0|0|301.0|0|6.0|0|0.0|100
0|2020-12-23|301.0|0|301.0|0|7.0|0|0.0|100
0|2020-12-24|304.0|0|304.0|0|7.0|0|0.0|100
0|2020-12-25|310.0|0|310.0|0|7.0|0|0.0|100
0|2020-12-26|316.0|0|316.0|0|7.0|0|0.0|100
0|2020-12-27|321.0|0|321.0|0|7.0|0|0.0|100
0|2020-12-28|321.0|0|328.0|0|7.0|0|0.0|100
0|2020-12-29|330.0|0|330.0|0|7.0|0|0.0|100
0|2020-12-30|339.0|0|339.0|0|7.0|0|0.0|100
0|2020-12-31|345.0|0|345.0|0|7.0|0|0.0|100
0|2021-01-01|358.0|0|358.0|0|7.0|0|0.0|100
0|2021-01-02|370.0|0|370.0|0|7.0|0|0.0|100
0|2021-01-03|370.0|0|375.0|0|7.0|0|0.0|100
0|2021-01-04|381.0|0|381.0|0|7.0|0|0.0|100
0|2021-01-05|381.0|0|383.0|0|7.0|0|0.0|100
0|2021-01-06|389.0|0|389.0|0|7.0|0|0.0|100
0|2021-01-07|389.0|0|403.0|0|7.0|0|0.0|100
0|2021-01-08|427.0|0|427.0|0|7.0|0|0.0|100
0|2021-01-09|439.0|0|439.0|0|7.0|0|0.0|100
0|2021-01-10|439.0|0|457.0|0|7.0|0|0.0|100
0|2021-01-11|439.0|0|462.0|0|7.0|0|0.0|100
0|2021-01-12|465.0|0|465.0|0|7.0|0|0.0|100
0|2021-01-13|465.0|0|469.0|0|7.0|0|0.0|100
0|2021-01-14|465.0|0|476.0|0|7.0|0|0.0|100
0|2021-01-15|465.0|0|488.0|0|7.0|0|0.0|100
0|2021-01-16|492.0|0|492.0|0|7.0|0|0.0|100
0|2021-01-17|494.0|0|494.0|0|8.0|0|0.0|100
0|2021-01-18|494.0|0|497.0|0|8.0|0|0.0|100
0|2021-01-19|501.0|0|501.0|0|8.0|0|0.0|100
0|2021-01-20|508.0|0|508.0|0|8.0|0|0.0|100
0|2021-01-21|508.0|0|516.0|0|8.0|0|0.0|100
0|2021-01-22|508.0|0|526.0|0|8.0|0|0.0|100
0|2021-01-23|527.0|0|527.0|0|8.0|0|0.0|100
0|2021-01-24|527.0|0|528.0|0|8.0|0|0.0|100
0|2021-01-25|527.0|0|530.0|0|8.0|0|0.0|100
0|2021-01-26|539.0|0|539.0|0|8.0|0|0.0|100
0|2021-01-27|539.0|0|544.0|0|8.0|0|0.0|100
0|2021-01-28|539.0|0|553.0|0|8.0|0|0.0|100
0|2021-01-29|539.0|0|556.0|0|8.0|0|0.0|100
0|2021-01-30|539.0|0|559.0|0|8.0|0|0.0|100
0|2021-01-31|565.0|0|565.0|0|8.0|0|0.0|100
0|2021-02-01|567.0|0|567.0|0|8.0|0|0.0|100
0|2021-02-02|568.0|0|568.0|0|8.0|0|0.0|100
0|2021-02-03|568.0|0|571.0|0|8.0|0|0.0|100
0|2021-02-04|573.0|0|573.0|0|8.0|0|0.0|100
0|2021-02-05|573.0|0|573.0|0|9.0|0|0.0|100
0|2021-02-06|577.0|0|577.0|0|9.0|0|0.0|100
0|2021-02-07|579.0|0|579.0|0|9.0|0|0.0|100
0|2021-02-08|582.0|0|582.0|0|9.0|0|0.0|100
0|2021-02-09|582.0|0|585.0|0|9.0|0|0.0|100
