|dates|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Berkshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Berkshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-10|5.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-11|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-12|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-13|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-14|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-15|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-16|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-17|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-18|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-19|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-20|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-21|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-22|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-23|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-24|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-25|71.0|0|71.0|0|0.0|0|0.0|100
0|2020-03-26|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-27|105.0|0|105.0|0|2.0|0|0.0|100
0|2020-03-28|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-03-29|151.0|0|151.0|0|3.0|0|0.0|100
0|2020-03-30|162.0|0|162.0|0|3.0|0|0.0|100
0|2020-03-31|171.0|0|171.0|0|4.0|0|0.0|100
0|2020-04-01|183.0|0|183.0|0|4.0|0|0.0|100
0|2020-04-02|213.0|0|213.0|0|5.0|0|0.0|100
0|2020-04-03|240.0|0|240.0|0|5.0|0|0.0|100
0|2020-04-04|253.0|0|253.0|0|8.0|0|0.0|100
0|2020-04-05|258.0|0|258.0|0|11.0|0|0.0|100
0|2020-04-06|268.0|0|268.0|0|11.0|0|0.0|100
0|2020-04-07|278.0|0|278.0|0|16.0|0|0.0|100
0|2020-04-08|281.0|0|281.0|0|18.0|0|0.0|100
0|2020-04-09|304.0|0|304.0|0|18.0|0|0.0|100
0|2020-04-10|329.0|0|329.0|0|18.0|0|0.0|100
0|2020-04-11|336.0|0|336.0|0|20.0|0|0.0|100
0|2020-04-12|350.0|0|350.0|0|20.0|0|0.0|100
0|2020-04-13|355.0|0|355.0|0|20.0|0|0.0|100
0|2020-04-14|360.0|0|360.0|0|20.0|0|0.0|100
0|2020-04-15|370.0|0|370.0|0|21.0|0|0.0|100
0|2020-04-16|382.0|0|382.0|0|21.0|0|0.0|100
0|2020-04-17|383.0|0|383.0|0|24.0|0|0.0|100
0|2020-04-18|385.0|0|385.0|0|24.0|0|0.0|100
0|2020-04-19|387.0|0|387.0|0|27.0|0|0.0|100
0|2020-04-20|387.0|0|387.0|0|27.0|0|0.0|100
0|2020-04-21|404.0|0|404.0|0|29.0|0|0.0|100
0|2020-04-22|404.0|0|404.0|0|29.0|0|0.0|100
0|2020-04-23|418.0|0|418.0|0|29.0|0|0.0|100
0|2020-04-24|425.0|0|425.0|0|29.0|0|0.0|100
0|2020-04-25|425.0|0|425.0|0|31.0|0|0.0|100
0|2020-04-26|428.0|0|428.0|0|31.0|0|0.0|100
0|2020-04-27|428.0|0|428.0|0|31.0|0|0.0|100
0|2020-04-28|430.0|0|430.0|0|31.0|0|0.0|100
0|2020-04-29|440.0|0|440.0|0|34.0|0|0.0|100
0|2020-04-30|442.0|0|442.0|0|35.0|0|0.0|100
0|2020-05-01|444.0|0|444.0|0|36.0|0|0.0|100
0|2020-05-02|448.0|0|448.0|0|36.0|0|0.0|100
0|2020-05-03|451.0|0|451.0|0|36.0|0|0.0|100
0|2020-05-04|453.0|0|453.0|0|36.0|0|0.0|100
0|2020-05-05|457.0|0|457.0|0|36.0|0|0.0|100
0|2020-05-06|461.0|0|461.0|0|37.0|0|0.0|100
0|2020-05-07|464.0|0|464.0|0|37.0|0|0.0|100
0|2020-05-08|472.0|0|472.0|0|37.0|0|0.0|100
0|2020-05-09|472.0|0|472.0|0|37.0|0|0.0|100
0|2020-05-10|475.0|0|475.0|0|37.0|0|0.0|100
0|2020-05-11|478.0|0|478.0|0|37.0|0|0.0|100
0|2020-05-12|485.0|0|485.0|0|37.0|0|0.0|100
