|dates|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Johnston_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Johnston_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-27|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-28|9.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|1.0|0|0.0|100
0|2020-03-30|10.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-31|14.0|0|15.0|0|1.0|0|0.0|100
0|2020-04-01|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-04-02|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-04-03|25.0|0|24.0|0|2.0|0|0.0|100
0|2020-04-04|32.0|0|26.0|0|3.0|0|0.0|100
0|2020-04-05|33.0|0|32.0|0|3.0|0|0.0|100
0|2020-04-06|37.0|0|37.0|0|3.0|0|0.0|100
0|2020-04-07|47.0|0|47.0|0|3.0|0|0.0|100
0|2020-04-08|51.0|0|51.0|0|4.0|0|0.0|100
0|2020-04-09|57.0|0|57.0|0|5.0|0|0.0|100
0|2020-04-10|80.0|0|80.0|0|5.0|0|0.0|100
0|2020-04-11|92.0|0|92.0|0|5.0|0|0.0|100
0|2020-04-12|97.0|0|97.0|0|5.0|0|0.0|100
0|2020-04-13|101.0|0|97.0|0|5.0|0|0.0|100
0|2020-04-14|104.0|0|104.0|0|4.0|0|0.0|100
0|2020-04-15|107.0|0|106.0|0|8.0|0|0.0|100
0|2020-04-16|113.0|0|109.0|0|9.0|0|0.0|100
0|2020-04-17|114.0|0|118.0|0|9.0|0|0.0|100
0|2020-04-18|121.0|0|121.0|0|9.0|0|0.0|100
0|2020-04-19|123.0|0|123.0|0|9.0|0|0.0|100
0|2020-04-20|123.0|0|123.0|0|9.0|0|0.0|100
0|2020-04-21|123.0|0|122.0|0|10.0|0|0.0|100
0|2020-04-22|123.0|0|122.0|0|10.0|0|0.0|100
0|2020-04-23|125.0|0|121.0|0|11.0|0|0.0|100
0|2020-04-24|128.0|0|125.0|0|11.0|0|0.0|100
0|2020-04-25|130.0|0|127.0|0|11.0|0|0.0|100
0|2020-04-26|135.0|0|135.0|0|11.0|0|0.0|100
0|2020-04-27|139.0|0|137.0|0|13.0|0|0.0|100
0|2020-04-28|145.0|0|140.0|0|13.0|0|0.0|100
0|2020-04-29|149.0|0|147.0|0|13.0|0|0.0|100
0|2020-04-30|158.0|0|150.0|0|13.0|0|0.0|100
0|2020-05-01|159.0|0|159.0|0|13.0|0|0.0|100
0|2020-05-02|164.0|0|162.0|0|15.0|0|0.0|100
0|2020-05-03|174.0|0|164.0|0|15.0|0|0.0|100
0|2020-05-04|174.0|0|166.0|0|15.0|0|0.0|100
0|2020-05-05|187.0|0|173.0|0|17.0|0|0.0|100
0|2020-05-06|189.0|0|188.0|0|17.0|0|0.0|100
0|2020-05-07|189.0|0|189.0|0|17.0|0|0.0|100
0|2020-05-08|191.0|0|191.0|0|17.0|0|0.0|100
0|2020-05-09|201.0|0|201.0|0|17.0|0|0.0|100
0|2020-05-10|205.0|0|205.0|0|17.0|0|0.0|100
0|2020-05-11|212.0|0|209.0|0|18.0|0|0.0|100
0|2020-05-12|214.0|0|217.0|0|18.0|0|0.0|100
