|dates|DeSoto_Florida_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Florida_UnitedStates.NYT_ConfirmedCases.data|DeSoto_Florida_UnitedStates.NYT_ConfirmedCases.missing|DeSoto_Florida_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58.0|0|58.0|0|6.0|0|0.0|100
0|2020-05-15|61.0|0|61.0|0|6.0|0|0.0|100
0|2020-05-16|61.0|0|61.0|0|6.0|0|0.0|100
0|2020-05-17|66.0|0|66.0|0|7.0|0|0.0|100
0|2020-05-18|68.0|0|68.0|0|7.0|0|0.0|100
0|2020-05-19|69.0|0|69.0|0|7.0|0|0.0|100
0|2020-05-20|80.0|0|80.0|0|7.0|0|0.0|100
0|2020-05-21|94.0|0|94.0|0|7.0|0|0.0|100
0|2020-05-22|97.0|0|97.0|0|8.0|0|0.0|100
0|2020-05-23|112.0|0|112.0|0|8.0|0|0.0|100
0|2020-05-24|115.0|0|115.0|0|8.0|0|0.0|100
0|2020-05-25|117.0|0|117.0|0|8.0|0|0.0|100
0|2020-05-26|121.0|0|121.0|0|8.0|0|0.0|100
0|2020-05-27|124.0|0|124.0|0|8.0|0|0.0|100
0|2020-05-28|132.0|0|132.0|0|8.0|0|0.0|100
0|2020-05-29|171.0|0|171.0|0|8.0|0|0.0|100
0|2020-05-30|173.0|0|173.0|0|7.0|0|0.0|100
0|2020-05-31|182.0|0|182.0|0|7.0|0|0.0|100
0|2020-06-01|182.0|0|182.0|0|7.0|0|0.0|100
0|2020-06-02|197.0|0|197.0|0|7.0|0|0.0|100
0|2020-06-03|205.0|0|205.0|0|7.0|0|0.0|100
0|2020-06-04|218.0|0|218.0|0|7.0|0|0.0|100
0|2020-06-05|245.0|0|245.0|0|7.0|0|0.0|100
0|2020-06-06|258.0|0|258.0|0|7.0|0|0.0|100
0|2020-06-07|268.0|0|268.0|0|7.0|0|0.0|100
0|2020-06-08|284.0|0|284.0|0|7.0|0|0.0|100
0|2020-06-09|296.0|0|296.0|0|7.0|0|0.0|100
0|2020-06-10|299.0|0|299.0|0|8.0|0|0.0|100
0|2020-06-11|304.0|0|304.0|0|10.0|0|0.0|100
0|2020-06-12|329.0|0|329.0|0|10.0|0|0.0|100
0|2020-06-13|348.0|0|348.0|0|10.0|0|0.0|100
0|2020-06-14|361.0|0|361.0|0|10.0|0|0.0|100
0|2020-06-15|387.0|0|387.0|0|10.0|0|0.0|100
0|2020-06-16|402.0|0|402.0|0|10.0|0|0.0|100
0|2020-06-17|406.0|0|406.0|0|10.0|0|0.0|100
0|2020-06-18|412.0|0|412.0|0|10.0|0|0.0|100
0|2020-06-19|431.0|0|431.0|0|10.0|0|0.0|100
0|2020-06-20|439.0|0|439.0|0|10.0|0|0.0|100
0|2020-06-21|450.0|0|450.0|0|10.0|0|0.0|100
0|2020-06-22|468.0|0|468.0|0|10.0|0|0.0|100
0|2020-06-23|487.0|0|487.0|0|10.0|0|0.0|100
0|2020-06-24|513.0|0|513.0|0|10.0|0|0.0|100
0|2020-06-25|521.0|0|521.0|0|10.0|0|0.0|100
0|2020-06-26|539.0|0|539.0|0|10.0|0|0.0|100
0|2020-06-27|574.0|0|574.0|0|10.0|0|0.0|100
0|2020-06-28|585.0|0|585.0|0|10.0|0|0.0|100
0|2020-06-29|600.0|0|600.0|0|10.0|0|0.0|100
0|2020-06-30|604.0|0|604.0|0|10.0|0|0.0|100
0|2020-07-01|634.0|0|634.0|0|10.0|0|0.0|100
0|2020-07-02|661.0|0|661.0|0|10.0|0|0.0|100
0|2020-07-03|676.0|0|676.0|0|10.0|0|0.0|100
0|2020-07-04|733.0|0|733.0|0|10.0|0|0.0|100
0|2020-07-05|748.0|0|748.0|0|10.0|0|0.0|100
0|2020-07-06|752.0|0|752.0|0|10.0|0|0.0|100
0|2020-07-07|760.0|0|760.0|0|10.0|0|0.0|100
0|2020-07-08|775.0|0|775.0|0|10.0|0|0.0|100
0|2020-07-09|799.0|0|799.0|0|11.0|0|0.0|100
0|2020-07-10|809.0|0|809.0|0|11.0|0|0.0|100
0|2020-07-11|830.0|0|830.0|0|11.0|0|0.0|100
0|2020-07-12|831.0|0|831.0|0|11.0|0|0.0|100
0|2020-07-13|886.0|0|886.0|0|11.0|0|0.0|100
0|2020-07-14|951.0|0|951.0|0|11.0|0|0.0|100
0|2020-07-15|997.0|0|997.0|0|12.0|0|0.0|100
0|2020-07-16|1015.0|0|1015.0|0|13.0|0|0.0|100
0|2020-07-17|1045.0|0|1045.0|0|13.0|0|0.0|100
0|2020-07-18|1055.0|0|1055.0|0|13.0|0|0.0|100
0|2020-07-19|1067.0|0|1067.0|0|13.0|0|0.0|100
0|2020-07-20|1086.0|0|1086.0|0|13.0|0|0.0|100
0|2020-07-21|1099.0|0|1099.0|0|14.0|0|0.0|100
0|2020-07-22|1112.0|0|1112.0|0|14.0|0|0.0|100
0|2020-07-23|1123.0|0|1123.0|0|14.0|0|0.0|100
0|2020-07-24|1144.0|0|1144.0|0|14.0|0|0.0|100
0|2020-07-25|1164.0|0|1164.0|0|14.0|0|0.0|100
0|2020-07-26|1172.0|0|1172.0|0|14.0|0|0.0|100
0|2020-07-27|1205.0|0|1205.0|0|14.0|0|0.0|100
0|2020-07-28|1227.0|0|1227.0|0|14.0|0|0.0|100
0|2020-07-29|1240.0|0|1240.0|0|14.0|0|0.0|100
0|2020-07-30|1251.0|0|1251.0|0|14.0|0|0.0|100
0|2020-07-31|1264.0|0|1264.0|0|14.0|0|0.0|100
0|2020-08-01|1285.0|0|1285.0|0|15.0|0|0.0|100
0|2020-08-02|1292.0|0|1292.0|0|15.0|0|0.0|100
0|2020-08-03|1297.0|0|1297.0|0|15.0|0|0.0|100
0|2020-08-04|1308.0|0|1308.0|0|16.0|0|0.0|100
0|2020-08-05|1313.0|0|1313.0|0|16.0|0|0.0|100
0|2020-08-06|1321.0|0|1321.0|0|16.0|0|0.0|100
0|2020-08-07|1327.0|0|1327.0|0|16.0|0|0.0|100
0|2020-08-08|1339.0|0|1339.0|0|16.0|0|0.0|100
0|2020-08-09|1351.0|0|1351.0|0|16.0|0|0.0|100
0|2020-08-10|1358.0|0|1358.0|0|16.0|0|0.0|100
0|2020-08-11|1377.0|0|1377.0|0|18.0|0|0.0|100
0|2020-08-12|1382.0|0|1382.0|0|18.0|0|0.0|100
0|2020-08-13|1393.0|0|1393.0|0|18.0|0|0.0|100
0|2020-08-14|1398.0|0|1398.0|0|19.0|0|0.0|100
0|2020-08-15|1413.0|0|1413.0|0|20.0|0|0.0|100
0|2020-08-16|1420.0|0|1420.0|0|20.0|0|0.0|100
0|2020-08-17|1422.0|0|1422.0|0|20.0|0|0.0|100
0|2020-08-18|1424.0|0|1424.0|0|21.0|0|0.0|100
0|2020-08-19|1426.0|0|1426.0|0|21.0|0|0.0|100
0|2020-08-20|1438.0|0|1438.0|0|21.0|0|0.0|100
0|2020-08-21|1443.0|0|1443.0|0|21.0|0|0.0|100
0|2020-08-22|1449.0|0|1449.0|0|21.0|0|0.0|100
0|2020-08-23|1451.0|0|1451.0|0|21.0|0|0.0|100
0|2020-08-24|1450.0|0|1450.0|0|21.0|0|0.0|100
0|2020-08-25|1454.0|0|1454.0|0|21.0|0|0.0|100
0|2020-08-26|1457.0|0|1457.0|0|21.0|0|0.0|100
0|2020-08-27|1460.0|0|1460.0|0|21.0|0|0.0|100
0|2020-08-28|1468.0|0|1468.0|0|22.0|0|0.0|100
0|2020-08-29|1472.0|0|1472.0|0|22.0|0|0.0|100
0|2020-08-30|1478.0|0|1478.0|0|22.0|0|0.0|100
0|2020-08-31|1489.0|0|1489.0|0|22.0|0|0.0|100
0|2020-09-01|1493.0|0|1493.0|0|22.0|0|0.0|100
0|2020-09-02|1501.0|0|1501.0|0|22.0|0|0.0|100
0|2020-09-03|1503.0|0|1503.0|0|22.0|0|0.0|100
0|2020-09-04|1503.0|0|1503.0|0|22.0|0|0.0|100
0|2020-09-05|1522.0|0|1522.0|0|22.0|0|0.0|100
0|2020-09-06|1523.0|0|1523.0|0|22.0|0|0.0|100
0|2020-09-07|1524.0|0|1524.0|0|22.0|0|0.0|100
0|2020-09-08|1526.0|0|1526.0|0|22.0|0|0.0|100
0|2020-09-09|1526.0|0|1526.0|0|23.0|0|0.0|100
0|2020-09-10|1526.0|0|1526.0|0|23.0|0|0.0|100
0|2020-09-11|1530.0|0|1530.0|0|23.0|0|0.0|100
0|2020-09-12|1533.0|0|1533.0|0|23.0|0|0.0|100
0|2020-09-13|1534.0|0|1534.0|0|23.0|0|0.0|100
0|2020-09-14|1536.0|0|1536.0|0|23.0|0|0.0|100
0|2020-09-15|1539.0|0|1539.0|0|23.0|0|0.0|100
0|2020-09-16|1540.0|0|1540.0|0|23.0|0|0.0|100
0|2020-09-17|1540.0|0|1540.0|0|23.0|0|0.0|100
0|2020-09-18|1543.0|0|1543.0|0|23.0|0|0.0|100
0|2020-09-19|1545.0|0|1545.0|0|23.0|0|0.0|100
0|2020-09-20|1549.0|0|1549.0|0|23.0|0|0.0|100
0|2020-09-21|1549.0|0|1549.0|0|23.0|0|0.0|100
0|2020-09-22|1550.0|0|1550.0|0|23.0|0|0.0|100
0|2020-09-23|1551.0|0|1551.0|0|24.0|0|0.0|100
0|2020-09-24|1555.0|0|1555.0|0|25.0|0|0.0|100
0|2020-09-25|1556.0|0|1556.0|0|25.0|0|0.0|100
0|2020-09-26|1561.0|0|1561.0|0|25.0|0|0.0|100
0|2020-09-27|1563.0|0|1563.0|0|25.0|0|0.0|100
0|2020-09-28|1565.0|0|1565.0|0|25.0|0|0.0|100
0|2020-09-29|1566.0|0|1566.0|0|25.0|0|0.0|100
0|2020-09-30|1571.0|0|1571.0|0|25.0|0|0.0|100
0|2020-10-01|1573.0|0|1573.0|0|25.0|0|0.0|100
0|2020-10-02|1577.0|0|1577.0|0|26.0|0|0.0|100
0|2020-10-03|1581.0|0|1581.0|0|27.0|0|0.0|100
0|2020-10-04|1582.0|0|1582.0|0|27.0|0|0.0|100
0|2020-10-05|1582.0|0|1582.0|0|27.0|0|0.0|100
0|2020-10-06|1584.0|0|1584.0|0|27.0|0|0.0|100
0|2020-10-07|1590.0|0|1590.0|0|27.0|0|0.0|100
0|2020-10-08|1593.0|0|1593.0|0|27.0|0|0.0|100
0|2020-10-09|1597.0|0|1597.0|0|27.0|0|0.0|100
0|2020-10-10|1597.0|0|1597.0|0|27.0|0|0.0|100
0|2020-10-11|1605.0|0|1605.0|0|27.0|0|0.0|100
0|2020-10-12|1608.0|0|1608.0|0|27.0|0|0.0|100
0|2020-10-13|1608.0|0|1608.0|0|27.0|0|0.0|100
0|2020-10-14|1609.0|0|1609.0|0|27.0|0|0.0|100
0|2020-10-15|1609.0|0|1609.0|0|27.0|0|0.0|100
0|2020-10-16|1612.0|0|1612.0|0|27.0|0|0.0|100
0|2020-10-17|1620.0|0|1620.0|0|28.0|0|0.0|100
0|2020-10-18|1626.0|0|1626.0|0|28.0|0|0.0|100
0|2020-10-19|1627.0|0|1627.0|0|28.0|0|0.0|100
0|2020-10-20|1633.0|0|1633.0|0|29.0|0|0.0|100
0|2020-10-21|1636.0|0|1636.0|0|29.0|0|0.0|100
0|2020-10-22|1641.0|0|1641.0|0|29.0|0|0.0|100
0|2020-10-23|1644.0|0|1644.0|0|29.0|0|0.0|100
0|2020-10-24|1651.0|0|1651.0|0|29.0|0|0.0|100
0|2020-10-25|1652.0|0|1652.0|0|29.0|0|0.0|100
0|2020-10-26|1654.0|0|1654.0|0|29.0|0|0.0|100
0|2020-10-27|1662.0|0|1662.0|0|29.0|0|0.0|100
0|2020-10-28|1666.0|0|1666.0|0|29.0|0|0.0|100
0|2020-10-29|1670.0|0|1670.0|0|29.0|0|0.0|100
0|2020-10-30|1674.0|0|1674.0|0|29.0|0|0.0|100
0|2020-10-31|1676.0|0|1676.0|0|29.0|0|0.0|100
0|2020-11-01|1685.0|0|1685.0|0|29.0|0|0.0|100
0|2020-11-02|1690.0|0|1690.0|0|29.0|0|0.0|100
0|2020-11-03|1694.0|0|1694.0|0|29.0|0|0.0|100
0|2020-11-04|1699.0|0|1699.0|0|29.0|0|0.0|100
0|2020-11-05|1703.0|0|1703.0|0|30.0|0|0.0|100
0|2020-11-06|1710.0|0|1710.0|0|30.0|0|0.0|100
0|2020-11-07|1717.0|0|1717.0|0|30.0|0|0.0|100
0|2020-11-08|1725.0|0|1725.0|0|30.0|0|0.0|100
0|2020-11-09|1729.0|0|1729.0|0|30.0|0|0.0|100
0|2020-11-10|1734.0|0|1734.0|0|30.0|0|0.0|100
0|2020-11-11|1741.0|0|1741.0|0|30.0|0|0.0|100
0|2020-11-12|1760.0|0|1760.0|0|31.0|0|0.0|100
0|2020-11-13|1766.0|0|1766.0|0|33.0|0|0.0|100
0|2020-11-14|1772.0|0|1772.0|0|33.0|0|0.0|100
0|2020-11-15|1798.0|0|1798.0|0|33.0|0|0.0|100
0|2020-11-16|1814.0|0|1814.0|0|33.0|0|0.0|100
0|2020-11-17|1853.0|0|1853.0|0|33.0|0|0.0|100
0|2020-11-18|1882.0|0|1882.0|0|33.0|0|0.0|100
0|2020-11-19|2118.0|0|2118.0|0|33.0|0|0.0|100
0|2020-11-20|2163.0|0|2163.0|0|33.0|0|0.0|100
0|2020-11-21|2189.0|0|2189.0|0|33.0|0|0.0|100
0|2020-11-22|2196.0|0|2196.0|0|33.0|0|0.0|100
0|2020-11-23|2247.0|0|2247.0|0|33.0|0|0.0|100
0|2020-11-24|2280.0|0|2280.0|0|33.0|0|0.0|100
0|2020-11-25|2305.0|0|2305.0|0|35.0|0|0.0|100
0|2020-11-26|2305.0|0|2305.0|0|35.0|0|0.0|100
0|2020-11-27|2341.0|0|2341.0|0|34.0|0|0.0|100
0|2020-11-28|2359.0|0|2359.0|0|34.0|0|0.0|100
0|2020-11-29|2395.0|0|2395.0|0|34.0|0|0.0|100
0|2020-11-30|2411.0|0|2411.0|0|34.0|0|0.0|100
0|2020-12-01|2417.0|0|2417.0|0|34.0|0|0.0|100
0|2020-12-02|2432.0|0|2432.0|0|34.0|0|0.0|100
0|2020-12-03|2450.0|0|2450.0|0|34.0|0|0.0|100
0|2020-12-04|2473.0|0|2473.0|0|35.0|0|0.0|100
0|2020-12-05|2492.0|0|2492.0|0|37.0|0|0.0|100
0|2020-12-06|2499.0|0|2499.0|0|38.0|0|0.0|100
0|2020-12-07|2515.0|0|2515.0|0|38.0|0|0.0|100
0|2020-12-08|2525.0|0|2525.0|0|39.0|0|0.0|100
0|2020-12-09|2551.0|0|2551.0|0|39.0|0|0.0|100
0|2020-12-10|2565.0|0|2565.0|0|41.0|0|0.0|100
0|2020-12-11|2577.0|0|2577.0|0|43.0|0|0.0|100
0|2020-12-12|2593.0|0|2593.0|0|45.0|0|0.0|100
0|2020-12-13|2602.0|0|2602.0|0|46.0|0|0.0|100
0|2020-12-14|2613.0|0|2613.0|0|46.0|0|0.0|100
0|2020-12-15|2628.0|0|2628.0|0|46.0|0|0.0|100
0|2020-12-16|2644.0|0|2644.0|0|48.0|0|0.0|100
0|2020-12-17|2694.0|0|2694.0|0|48.0|0|0.0|100
0|2020-12-18|2707.0|0|2707.0|0|50.0|0|0.0|100
0|2020-12-19|2719.0|0|2719.0|0|50.0|0|0.0|100
0|2020-12-20|2725.0|0|2725.0|0|51.0|0|0.0|100
0|2020-12-21|2737.0|0|2737.0|0|51.0|0|0.0|100
0|2020-12-22|2758.0|0|2758.0|0|51.0|0|0.0|100
0|2020-12-23|2791.0|0|2791.0|0|51.0|0|0.0|100
0|2020-12-24|2816.0|0|2816.0|0|52.0|0|0.0|100
0|2020-12-25|2816.0|0|2816.0|0|52.0|0|0.0|100
0|2020-12-26|2835.0|0|2835.0|0|52.0|0|0.0|100
0|2020-12-27|2839.0|0|2839.0|0|52.0|0|0.0|100
0|2020-12-28|2843.0|0|2843.0|0|52.0|0|0.0|100
0|2020-12-29|2858.0|0|2858.0|0|55.0|0|0.0|100
0|2020-12-30|2883.0|0|2883.0|0|55.0|0|0.0|100
0|2020-12-31|2898.0|0|2898.0|0|56.0|0|0.0|100
0|2021-01-01|2898.0|0|2898.0|0|56.0|0|0.0|100
0|2021-01-02|2935.0|0|2935.0|0|58.0|0|0.0|100
0|2021-01-03|2946.0|0|2946.0|0|58.0|0|0.0|100
0|2021-01-04|2949.0|0|2949.0|0|58.0|0|0.0|100
0|2021-01-05|2984.0|0|2984.0|0|58.0|0|0.0|100
0|2021-01-06|3027.0|0|3027.0|0|58.0|0|0.0|100
0|2021-01-07|3047.0|0|3047.0|0|58.0|0|0.0|100
0|2021-01-08|3066.0|0|3066.0|0|61.0|0|0.0|100
0|2021-01-09|3085.0|0|3085.0|0|60.0|0|0.0|100
0|2021-01-10|3099.0|0|3099.0|0|60.0|0|0.0|100
0|2021-01-11|3111.0|0|3111.0|0|61.0|0|0.0|100
0|2021-01-12|3133.0|0|3133.0|0|61.0|0|0.0|100
0|2021-01-13|3153.0|0|3153.0|0|62.0|0|0.0|100
0|2021-01-14|3164.0|0|3164.0|0|62.0|0|0.0|100
0|2021-01-15|3193.0|0|3193.0|0|62.0|0|0.0|100
0|2021-01-16|3201.0|0|3201.0|0|66.0|0|0.0|100
0|2021-01-17|3210.0|0|3210.0|0|67.0|0|0.0|100
0|2021-01-18|3220.0|0|3220.0|0|67.0|0|0.0|100
0|2021-01-19|3232.0|0|3232.0|0|67.0|0|0.0|100
0|2021-01-20|3241.0|0|3241.0|0|67.0|0|0.0|100
0|2021-01-21|3254.0|0|3254.0|0|68.0|0|0.0|100
0|2021-01-22|3273.0|0|3273.0|0|68.0|0|0.0|100
0|2021-01-23|3279.0|0|3279.0|0|66.0|0|0.0|100
0|2021-01-24|3299.0|0|3299.0|0|66.0|0|0.0|100
0|2021-01-25|3302.0|0|3302.0|0|66.0|0|0.0|100
0|2021-01-26|3313.0|0|3313.0|0|66.0|0|0.0|100
0|2021-01-27|3323.0|0|3323.0|0|66.0|0|0.0|100
0|2021-01-28|3339.0|0|3339.0|0|66.0|0|0.0|100
0|2021-01-29|3350.0|0|3350.0|0|66.0|0|0.0|100
