|dates|Fayette_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Fayette_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Fayette_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Fayette_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-27|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-28|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-31|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-01|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-02|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-03|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-04-04|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-05|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-06|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-07|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-08|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-09|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-10|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-11|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-12|32.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-13|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-14|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-15|37.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-16|39.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-17|42.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-18|44.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-19|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-20|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-21|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-22|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-23|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-24|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-25|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-26|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-04-27|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-04-28|53.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-29|53.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-30|56.0|0|56.0|0|1.0|0|0.0|100
0|2020-05-01|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-05-02|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-05-03|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-05-04|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-05-05|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-05-06|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-05-07|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-05-08|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-05-09|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-05-10|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-05-11|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-05-12|82.0|0|82.0|0|1.0|0|0.0|100
0|2020-05-13|85.0|0|85.0|0|1.0|0|0.0|100
