|dates|Unassigned_Michigan_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Michigan_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|10.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-27|0.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-28|47.0|0|46.0|0|0.0|0|0.0|100
0|2020-03-29|77.0|0|84.0|0|0.0|0|0.0|100
0|2020-03-30|78.0|0|78.0|0|0.0|0|0.0|100
0|2020-03-31|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-01|142.0|0|161.0|0|0.0|0|0.0|100
0|2020-04-02|178.0|0|182.0|0|0.0|0|0.0|100
0|2020-04-03|215.0|0|215.0|0|1.0|0|0.0|100
0|2020-04-04|252.0|0|333.0|0|1.0|0|0.0|100
0|2020-04-05|349.0|0|306.0|0|1.0|0|0.0|100
0|2020-04-06|371.0|0|367.0|0|1.0|0|0.0|100
0|2020-04-07|409.0|0|405.0|0|3.0|0|0.0|100
0|2020-04-08|364.0|0|363.0|0|3.0|0|0.0|100
0|2020-04-09|368.0|0|368.0|0|5.0|0|0.0|100
0|2020-04-10|84.0|0|433.0|0|2.0|0|0.0|100
0|2020-04-11|86.0|0|474.0|0|7.0|0|0.0|100
0|2020-04-12|86.0|0|480.0|0|12.0|0|0.0|100
0|2020-04-13|78.0|0|469.0|0|4.0|0|0.0|100
0|2020-04-14|91.0|0|543.0|0|4.0|0|0.0|100
0|2020-04-15|76.0|0|349.0|0|5.0|0|0.0|100
0|2020-04-16|76.0|0|345.0|0|5.0|0|0.0|100
0|2020-04-17|46.0|0|348.0|0|4.0|0|0.0|100
0|2020-04-18|48.0|0|393.0|0|3.0|0|0.0|100
0|2020-04-19|29.0|0|357.0|0|4.0|0|0.0|100
0|2020-04-20|28.0|0|346.0|0|4.0|0|0.0|100
0|2020-04-21|28.0|0|391.0|0|4.0|0|0.0|100
0|2020-04-22|3.0|0|715.0|0|0.0|0|0.0|100
0|2020-04-23|4.0|0|450.0|0|0.0|0|0.0|100
0|2020-04-24|9.0|0|571.0|0|1.0|0|0.0|100
0|2020-04-25|9.0|0|551.0|0|1.0|0|0.0|100
0|2020-04-26|3.0|0|558.0|0|1.0|0|0.0|100
0|2020-04-27|5.0|0|567.0|0|1.0|0|0.0|100
0|2020-04-28|11.0|0|584.0|0|2.0|0|0.0|100
0|2020-04-29|0.0|0|675.0|0|0.0|0|0.0|100
0|2020-04-30|1.0|0|815.0|0|0.0|0|0.0|100
0|2020-05-01|16.0|0|845.0|0|1.0|0|0.0|100
0|2020-05-02|16.0|0|1076.0|0|1.0|0|0.0|100
0|2020-05-03|10.0|0|1949.0|0|0.0|0|0.0|100
0|2020-05-04|11.0|0|988.0|0|1.0|0|0.0|100
0|2020-05-05|13.0|0|1005.0|0|1.0|0|0.0|100
0|2020-05-06|13.0|0|2041.0|0|1.0|0|0.0|100
0|2020-05-07|30.0|0|1097.0|0|0.0|0|0.0|100
0|2020-05-08|71.0|0|1223.0|0|0.0|0|0.0|100
0|2020-05-09|12.0|0|1167.0|0|0.0|0|0.0|100
0|2020-05-10|17.0|0|1157.0|0|1.0|0|0.0|100
0|2020-05-11|10.0|0|1150.0|0|1.0|0|0.0|100
0|2020-05-12|8.0|0|1152.0|0|2.0|0|0.0|100
0|2020-05-13|10.0|0|1145.0|0|2.0|0|0.0|100
