|dates|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.NYT_ConfirmedCases.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.NYT_ConfirmedCases.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-16|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-17|22.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-18|31.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-19|71.0|0|39.0|0|0.0|0|0.0|100
0|2020-03-20|77.0|0|71.0|0|1.0|0|0.0|100
0|2020-03-21|0.0|0|77.0|0|0.0|0|0.0|100
0|2020-03-22|102.0|0|98.0|0|2.0|0|0.0|100
0|2020-03-23|120.0|0|116.0|0|2.0|0|0.0|100
0|2020-03-24|141.0|0|137.0|0|2.0|0|0.0|100
0|2020-03-25|187.0|0|183.0|0|2.0|0|0.0|100
0|2020-03-26|231.0|0|231.0|0|3.0|0|0.0|100
0|2020-03-27|271.0|0|267.0|0|3.0|0|0.0|100
0|2020-03-28|304.0|0|304.0|0|4.0|0|0.0|100
0|2020-03-29|342.0|0|342.0|0|5.0|0|0.0|100
0|2020-03-30|401.0|0|401.0|0|9.0|0|0.0|100
0|2020-03-31|495.0|0|495.0|0|9.0|0|0.0|100
0|2020-04-01|586.0|0|586.0|0|9.0|0|0.0|100
0|2020-04-02|653.0|0|653.0|0|12.0|0|0.0|100
0|2020-04-03|757.0|0|757.0|0|15.0|0|0.0|100
0|2020-04-04|902.0|0|902.0|0|21.0|0|0.0|100
0|2020-04-05|1002.0|0|998.0|0|22.0|0|0.0|100
0|2020-04-06|1097.0|0|1097.0|0|24.0|0|0.0|100
0|2020-04-07|1211.0|0|1211.0|0|22.0|0|0.0|100
0|2020-04-08|1440.0|0|1440.0|0|27.0|0|0.0|100
0|2020-04-09|1523.0|0|1523.0|0|32.0|0|0.0|100
0|2020-04-10|1660.0|0|1660.0|0|38.0|0|0.0|100
0|2020-04-11|1778.0|0|1778.0|0|47.0|0|0.0|100
0|2020-04-12|1875.0|0|1875.0|0|50.0|0|0.0|100
0|2020-04-13|1955.0|0|1955.0|0|52.0|0|0.0|100
0|2020-04-14|2058.0|0|2058.0|0|67.0|0|0.0|100
0|2020-04-15|2197.0|0|2197.0|0|72.0|0|0.0|100
0|2020-04-16|2350.0|0|2350.0|0|81.0|0|0.0|100
0|2020-04-17|2476.0|0|2476.0|0|86.0|0|0.0|100
0|2020-04-18|2666.0|0|2666.0|0|91.0|0|0.0|100
0|2020-04-19|2793.0|0|2793.0|0|96.0|0|0.0|100
0|2020-04-20|2927.0|0|2927.0|0|105.0|0|0.0|100
0|2020-04-21|3098.0|0|3098.0|0|112.0|0|0.0|100
0|2020-04-22|3206.0|0|3206.0|0|127.0|0|0.0|100
0|2020-04-23|3361.0|0|3361.0|0|139.0|0|0.0|100
0|2020-04-24|3528.0|0|3528.0|0|153.0|0|0.0|100
0|2020-04-25|3699.0|0|3699.0|0|165.0|0|0.0|100
0|2020-04-26|3841.0|0|3841.0|0|178.0|0|0.0|100
0|2020-04-27|3892.0|0|3892.0|0|185.0|0|0.0|100
0|2020-04-28|3994.0|0|3994.0|0|190.0|0|0.0|100
0|2020-04-29|4106.0|0|4106.0|0|205.0|0|0.0|100
0|2020-04-30|4323.0|0|4323.0|0|224.0|0|0.0|100
0|2020-05-01|4658.0|0|4658.0|0|231.0|0|0.0|100
0|2020-05-02|4797.0|0|4797.0|0|240.0|0|0.0|100
0|2020-05-03|5016.0|0|5016.0|0|251.0|0|0.0|100
0|2020-05-04|5170.0|0|5170.0|0|258.0|0|0.0|100
0|2020-05-05|5322.0|0|5322.0|0|264.0|0|0.0|100
0|2020-05-06|5461.0|0|5461.0|0|277.0|0|0.0|100
0|2020-05-07|5654.0|0|5654.0|0|285.0|0|0.0|100
0|2020-05-08|5899.0|0|5899.0|0|304.0|0|0.0|100
0|2020-05-09|6102.0|0|6102.0|0|311.0|0|0.0|100
