|dates|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Dauphin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Dauphin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Dauphin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-27|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-28|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-29|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-30|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-31|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-01|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-02|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-03|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-04|99.0|0|99.0|0|1.0|0|0.0|100
0|2020-04-05|118.0|0|118.0|0|1.0|0|0.0|100
0|2020-04-06|132.0|0|132.0|0|1.0|0|0.0|100
0|2020-04-07|155.0|0|155.0|0|1.0|0|0.0|100
0|2020-04-08|168.0|0|168.0|0|2.0|0|0.0|100
0|2020-04-09|180.0|0|180.0|0|2.0|0|0.0|100
0|2020-04-10|199.0|0|199.0|0|2.0|0|0.0|100
0|2020-04-11|213.0|0|213.0|0|3.0|0|0.0|100
0|2020-04-12|229.0|0|229.0|0|4.0|0|0.0|100
0|2020-04-13|240.0|0|240.0|0|4.0|0|0.0|100
0|2020-04-14|249.0|0|249.0|0|5.0|0|0.0|100
0|2020-04-15|271.0|0|271.0|0|5.0|0|0.0|100
0|2020-04-16|287.0|0|287.0|0|7.0|0|0.0|100
0|2020-04-17|311.0|0|311.0|0|7.0|0|0.0|100
0|2020-04-18|343.0|0|343.0|0|9.0|0|0.0|100
0|2020-04-19|368.0|0|368.0|0|9.0|0|0.0|100
0|2020-04-20|386.0|0|386.0|0|9.0|0|0.0|100
0|2020-04-21|400.0|0|400.0|0|11.0|0|0.0|100
0|2020-04-22|422.0|0|422.0|0|13.0|0|0.0|100
0|2020-04-23|445.0|0|445.0|0|16.0|0|0.0|100
0|2020-04-24|468.0|0|468.0|0|19.0|0|0.0|100
0|2020-04-25|492.0|0|492.0|0|18.0|0|0.0|100
0|2020-04-26|519.0|0|519.0|0|18.0|0|0.0|100
0|2020-04-27|529.0|0|529.0|0|21.0|0|0.0|100
0|2020-04-28|553.0|0|553.0|0|20.0|0|0.0|100
0|2020-04-29|558.0|0|558.0|0|21.0|0|0.0|100
0|2020-04-30|584.0|0|584.0|0|25.0|0|0.0|100
0|2020-05-01|601.0|0|601.0|0|25.0|0|0.0|100
0|2020-05-02|617.0|0|617.0|0|25.0|0|0.0|100
0|2020-05-03|634.0|0|634.0|0|28.0|0|0.0|100
0|2020-05-04|652.0|0|652.0|0|28.0|0|0.0|100
0|2020-05-05|695.0|0|695.0|0|29.0|0|0.0|100
0|2020-05-06|711.0|0|711.0|0|29.0|0|0.0|100
0|2020-05-07|735.0|0|735.0|0|33.0|0|0.0|100
0|2020-05-08|764.0|0|764.0|0|37.0|0|0.0|100
0|2020-05-09|797.0|0|797.0|0|36.0|0|0.0|100
0|2020-05-10|823.0|0|823.0|0|36.0|0|0.0|100
0|2020-05-11|830.0|0|830.0|0|36.0|0|0.0|100
0|2020-05-12|851.0|0|851.0|0|38.0|0|0.0|100
