|dates|Chemung_NewYork_UnitedStates.JHU_ConfirmedCases.data|Chemung_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Chemung_NewYork_UnitedStates.NYT_ConfirmedCases.data|Chemung_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Chemung_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Chemung_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Chemung_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Chemung_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-28|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-29|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-30|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-31|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-01|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-02|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-03|35.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-04|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-05|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-06|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-07|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-08|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-04-09|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-10|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-11|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-12|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-13|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-14|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-04-15|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-04-16|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-17|71.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-18|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-19|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-20|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-21|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-22|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-23|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-24|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-25|103.0|0|103.0|0|1.0|0|0.0|100
0|2020-04-26|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-04-27|108.0|0|108.0|0|1.0|0|0.0|100
0|2020-04-28|113.0|0|113.0|0|1.0|0|0.0|100
0|2020-04-29|119.0|0|119.0|0|1.0|0|0.0|100
0|2020-04-30|122.0|0|122.0|0|1.0|0|0.0|100
0|2020-05-01|123.0|0|123.0|0|1.0|0|0.0|100
0|2020-05-02|124.0|0|124.0|0|1.0|0|0.0|100
0|2020-05-03|125.0|0|125.0|0|1.0|0|0.0|100
0|2020-05-04|126.0|0|126.0|0|1.0|0|0.0|100
0|2020-05-05|126.0|0|126.0|0|1.0|0|0.0|100
0|2020-05-06|128.0|0|128.0|0|1.0|0|0.0|100
0|2020-05-07|129.0|0|129.0|0|1.0|0|0.0|100
0|2020-05-08|130.0|0|130.0|0|1.0|0|0.0|100
0|2020-05-09|131.0|0|131.0|0|1.0|0|0.0|100
0|2020-05-10|131.0|0|131.0|0|1.0|0|0.0|100
0|2020-05-11|131.0|0|131.0|0|1.0|0|0.0|100
0|2020-05-12|131.0|0|131.0|0|1.0|0|0.0|100
0|2020-05-13|132.0|0|132.0|0|1.0|0|0.0|100
