|dates|Putnam_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Putnam_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Putnam_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-26|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-27|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-28|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-29|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-30|17.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-31|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-01|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-02|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-03|50.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-04|52.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-05|52.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-06|55.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-07|57.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-08|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-09|82.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-10|84.0|0|84.0|0|0.0|0|0.0|100
0|2020-04-11|85.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-12|87.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-13|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-14|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-04-15|92.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-16|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-17|93.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-18|94.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-19|95.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-20|96.0|0|96.0|0|3.0|0|0.0|100
0|2020-04-21|95.0|0|95.0|0|3.0|0|0.0|100
0|2020-04-22|95.0|0|100.0|0|3.0|0|0.0|100
0|2020-04-23|101.0|0|101.0|0|4.0|0|0.0|100
0|2020-04-24|101.0|0|101.0|0|4.0|0|0.0|100
0|2020-04-25|106.0|0|106.0|0|5.0|0|0.0|100
0|2020-04-26|109.0|0|109.0|0|5.0|0|0.0|100
0|2020-04-27|114.0|0|114.0|0|5.0|0|0.0|100
0|2020-04-28|115.0|0|115.0|0|5.0|0|0.0|100
0|2020-04-29|119.0|0|119.0|0|5.0|0|0.0|100
0|2020-04-30|121.0|0|121.0|0|5.0|0|0.0|100
0|2020-05-01|122.0|0|122.0|0|5.0|0|0.0|100
0|2020-05-02|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-05-03|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-05-04|139.0|0|139.0|0|5.0|0|0.0|100
0|2020-05-05|160.0|0|160.0|0|5.0|0|0.0|100
0|2020-05-06|162.0|0|162.0|0|5.0|0|0.0|100
0|2020-05-07|162.0|0|162.0|0|5.0|0|0.0|100
0|2020-05-08|166.0|0|166.0|0|5.0|0|0.0|100
0|2020-05-09|166.0|0|166.0|0|5.0|0|0.0|100
0|2020-05-10|175.0|0|175.0|0|5.0|0|0.0|100
0|2020-05-11|178.0|0|178.0|0|5.0|0|0.0|100
0|2020-05-12|180.0|0|180.0|0|5.0|0|0.0|100
0|2020-05-13|190.0|0|190.0|0|5.0|0|0.0|100
