|dates|Lafayette_Missouri_UnitedStates.BLS_EmployedPopulation.data|Lafayette_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Lafayette_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Lafayette_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Lafayette_Missouri_UnitedStates.BLS_UnemploymentRate.data|Lafayette_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Lafayette_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Lafayette_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-02|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-03|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-04|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-05|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-06|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-07|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-08|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-09|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-10|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-11|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-12|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-13|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-14|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-15|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-16|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-17|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-18|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-19|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-20|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-21|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-22|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-23|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-24|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-25|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-26|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-27|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-28|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-29|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-30|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-01-31|16246.0|0|677.0|0|4.000472729421498|0|16923.0|0
0|2020-02-01|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-02|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-03|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-04|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-05|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-06|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-07|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-08|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-09|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-10|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-11|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-12|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-13|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-14|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-15|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-16|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-17|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-18|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-19|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-20|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-21|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-22|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-23|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-24|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-25|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-26|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-27|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-28|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-02-29|16346.5|0|658.0|0|3.869563938957335|0|17004.5|0
0|2020-03-01|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-02|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-03|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-04|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-05|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-06|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-07|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-08|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-09|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-10|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-11|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-12|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-13|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-14|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-15|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-16|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-17|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-18|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-19|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-20|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-21|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-22|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-23|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-24|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-25|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-26|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-27|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-28|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-29|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-30|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
0|2020-03-31|16295.5|0|681.0|0|4.011427561629311|0|16976.5|0
