|dates|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Macon_Illinois_UnitedStates.NYT_ConfirmedCases.data|Macon_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-29|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-30|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-31|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-01|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-02|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-03|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-04|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-04-05|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-04-06|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-04-07|9.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-08|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-04-09|13.0|0|15.0|0|1.0|0|0.0|100
0|2020-04-10|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-04-11|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-12|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-04-13|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-14|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-15|44.0|0|44.0|0|5.0|0|0.0|100
0|2020-04-16|47.0|0|47.0|0|5.0|0|0.0|100
0|2020-04-17|47.0|0|47.0|0|5.0|0|0.0|100
0|2020-04-18|55.0|0|55.0|0|7.0|0|0.0|100
0|2020-04-19|54.0|0|54.0|0|7.0|0|0.0|100
0|2020-04-20|55.0|0|55.0|0|9.0|0|0.0|100
0|2020-04-21|60.0|0|60.0|0|9.0|0|0.0|100
0|2020-04-22|93.0|0|93.0|0|10.0|0|0.0|100
0|2020-04-23|96.0|0|96.0|0|10.0|0|0.0|100
0|2020-04-24|99.0|0|99.0|0|10.0|0|0.0|100
0|2020-04-25|100.0|0|100.0|0|11.0|0|0.0|100
0|2020-04-26|102.0|0|102.0|0|11.0|0|0.0|100
0|2020-04-27|103.0|0|103.0|0|11.0|0|0.0|100
0|2020-04-28|103.0|0|103.0|0|11.0|0|0.0|100
0|2020-04-29|105.0|0|105.0|0|11.0|0|0.0|100
0|2020-04-30|106.0|0|106.0|0|12.0|0|0.0|100
0|2020-05-01|109.0|0|109.0|0|12.0|0|0.0|100
0|2020-05-02|119.0|0|119.0|0|12.0|0|0.0|100
0|2020-05-03|122.0|0|122.0|0|12.0|0|0.0|100
0|2020-05-04|124.0|0|124.0|0|13.0|0|0.0|100
0|2020-05-05|126.0|0|126.0|0|13.0|0|0.0|100
0|2020-05-06|129.0|0|129.0|0|13.0|0|0.0|100
0|2020-05-07|133.0|0|133.0|0|14.0|0|0.0|100
0|2020-05-08|138.0|0|138.0|0|15.0|0|0.0|100
0|2020-05-09|140.0|0|140.0|0|15.0|0|0.0|100
0|2020-05-10|144.0|0|144.0|0|15.0|0|0.0|100
0|2020-05-11|146.0|0|146.0|0|15.0|0|0.0|100
0|2020-05-12|149.0|0|149.0|0|16.0|0|0.0|100
0|2020-05-13|151.0|0|151.0|0|16.0|0|0.0|100
