|dates|Sussex_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Sussex_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Sussex_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Sussex_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Sussex_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-23|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-24|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-25|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-26|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-27|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-03-28|81.0|0|81.0|0|0.0|0|0.0|100
0|2020-03-29|93.0|0|93.0|0|1.0|0|0.0|100
0|2020-03-30|113.0|0|113.0|0|1.0|0|0.0|100
0|2020-03-31|132.0|0|132.0|0|0.0|0|0.0|100
0|2020-04-01|158.0|0|158.0|0|6.0|0|0.0|100
0|2020-04-02|179.0|0|179.0|0|7.0|0|0.0|100
0|2020-04-03|210.0|0|210.0|0|8.0|0|0.0|100
0|2020-04-04|236.0|0|236.0|0|9.0|0|0.0|100
0|2020-04-05|267.0|0|267.0|0|9.0|0|0.0|100
0|2020-04-06|292.0|0|292.0|0|11.0|0|0.0|100
0|2020-04-07|331.0|0|331.0|0|15.0|0|0.0|100
0|2020-04-08|357.0|0|357.0|0|21.0|0|0.0|100
0|2020-04-09|392.0|0|392.0|0|21.0|0|0.0|100
0|2020-04-10|413.0|0|413.0|0|26.0|0|0.0|100
0|2020-04-11|456.0|0|456.0|0|27.0|0|0.0|100
0|2020-04-12|483.0|0|483.0|0|35.0|0|0.0|100
0|2020-04-13|508.0|0|508.0|0|38.0|0|0.0|100
0|2020-04-14|535.0|0|535.0|0|39.0|0|0.0|100
0|2020-04-15|551.0|0|551.0|0|41.0|0|0.0|100
0|2020-04-16|578.0|0|578.0|0|43.0|0|0.0|100
0|2020-04-17|591.0|0|591.0|0|54.0|0|0.0|100
0|2020-04-18|626.0|0|626.0|0|55.0|0|0.0|100
0|2020-04-19|659.0|0|659.0|0|62.0|0|0.0|100
0|2020-04-20|680.0|0|680.0|0|64.0|0|0.0|100
0|2020-04-21|688.0|0|712.0|0|64.0|0|0.0|100
0|2020-04-22|743.0|0|743.0|0|76.0|0|0.0|100
0|2020-04-23|784.0|0|784.0|0|82.0|0|0.0|100
0|2020-04-24|795.0|0|795.0|0|84.0|0|0.0|100
0|2020-04-25|812.0|0|812.0|0|91.0|0|0.0|100
0|2020-04-26|855.0|0|855.0|0|92.0|0|0.0|100
0|2020-04-27|864.0|0|864.0|0|93.0|0|0.0|100
0|2020-04-28|882.0|0|882.0|0|97.0|0|0.0|100
0|2020-04-29|900.0|0|900.0|0|99.0|0|0.0|100
0|2020-04-30|921.0|0|921.0|0|103.0|0|0.0|100
0|2020-05-01|936.0|0|936.0|0|110.0|0|0.0|100
0|2020-05-02|949.0|0|949.0|0|114.0|0|0.0|100
0|2020-05-03|969.0|0|969.0|0|115.0|0|0.0|100
0|2020-05-04|979.0|0|979.0|0|116.0|0|0.0|100
0|2020-05-05|987.0|0|987.0|0|120.0|0|0.0|100
0|2020-05-06|995.0|0|995.0|0|122.0|0|0.0|100
0|2020-05-07|1006.0|0|1006.0|0|123.0|0|0.0|100
0|2020-05-08|1015.0|0|1015.0|0|125.0|0|0.0|100
0|2020-05-09|1023.0|0|1023.0|0|127.0|0|0.0|100
0|2020-05-10|1026.0|0|1026.0|0|127.0|0|0.0|100
0|2020-05-11|1033.0|0|1033.0|0|128.0|0|0.0|100
0|2020-05-12|1046.0|0|1038.0|0|135.0|0|0.0|100
