|dates|Hutchinson_Texas_UnitedStates.AveragePrecipitationTotal.data|Hutchinson_Texas_UnitedStates.AveragePrecipitationTotal.missing|Hutchinson_Texas_UnitedStates.AveragePrecipitation.data|Hutchinson_Texas_UnitedStates.AveragePrecipitation.missing|Hutchinson_Texas_UnitedStates.AverageWindDirection.data|Hutchinson_Texas_UnitedStates.AverageWindDirection.missing|Hutchinson_Texas_UnitedStates.AverageWindSpeed.data|Hutchinson_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|221.66666666666666|0|10.875|0
0|2020-01-02|0.0|0|0.0|0|214.58333333333334|0|7.8125|0
0|2020-01-03|0.0|0|0.0|0|269.5833333333333|0|6.916666666666667|0
0|2020-01-04|0.0|0|0.0|0|214.58333333333334|0|10.0|0
0|2020-01-05|0.0|0|0.0|0|162.08333333333334|0|8.666666666666666|0
0|2020-01-06|0.0|0|0.0|0|227.91666666666666|0|9.375|0
0|2020-01-07|0.0|0|0.0|0|187.08333333333334|0|6.208333333333333|0
0|2020-01-08|0.0|0|0.0|0|202.5|0|16.333333333333332|0
0|2020-01-09|0.0|0|0.0|0|220.41666666666666|0|7.958333333333333|0
0|2020-01-10|0.0|0|0.0|0|187.56944444444446|0|12.305555555555555|0
0|2020-01-11|0.0|0|0.0|0|202.91666666666666|0|10.520833333333334|0
0|2020-01-12|0.0|0|0.0|0|190.83333333333334|0|8.375|0
0|2020-01-13|0.0|0|0.0|0|216.66666666666666|0|11.75|0
0|2020-01-14|0.0|0|0.0|0|197.91666666666666|0|10.666666666666666|0
0|2020-01-15|0.0|0|0.0|0|100.41666666666667|0|9.583333333333334|0
0|2020-01-16|0.0|0|0.0020386904761904765|0|74.9454365079365|0|7.901289682539683|0
0|2020-01-17|0.00375|0|0.00025|0|201.0|0|14.258333333333333|0
0|2020-01-18|0.0|0|0.0|0|107.08333333333333|0|8.25|0
0|2020-01-19|0.0|0|0.0|0|168.33333333333334|0|6.208333333333333|0
0|2020-01-20|0.0|0|0.0|0|217.08333333333334|0|7.5|0
0|2020-01-21|0.0|0|0.0022916666666666667|0|147.84722222222223|0|9.875|0
0|2020-01-22|0.00375|0|0.0|0|224.375|0|9.208333333333334|0
0|2020-01-23|0.0|0|0.0|0|275.0|0|9.291666666666666|0
0|2020-01-24|0.0|0|0.0|0|229.58333333333334|0|8.291666666666666|0
0|2020-01-25|0.0|0|0.0|0|169.16666666666666|0|7.25|0
0|2020-01-26|0.0|0|0.0|0|146.66666666666666|0|4.041666666666667|0
0|2020-01-27|0.0|0|0.0004166666666666667|0|100.27777777777777|0|6.333333333333333|0
0|2020-01-28|0.00016666666666666666|0|0.0004166666666666667|0|248.81944444444446|0|15.558333333333332|0
0|2020-01-29|0.0|0|0.0|0|137.5|0|5.291666666666667|0
0|2020-01-30|0.0|0|0.0|0|162.32638888888889|0|5.822916666666667|0
0|2020-01-31|0.0|0|0.0|0|267.5|0|8.916666666666666|0
0|2020-02-01|0.0|0|0.0|0|245.41666666666666|0|9.5|0
0|2020-02-02|0.0|0|0.0|0|217.08333333333334|0|10.208333333333334|0
0|2020-02-03|0.0|0|0.0|0|168.75|0|12.729166666666666|0
0|2020-02-04|0.0|0|0.0|0|74.16666666666667|0|15.659722222222221|0
0|2020-02-05|0.0|0|0.0|0|185.83333333333334|0|9.083333333333334|0
