|dates|Centre_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Centre_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Centre_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Centre_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Centre_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Centre_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Centre_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Centre_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-28|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-29|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-30|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-31|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-01|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-02|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-03|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-04|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-05|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-06|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-07|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-08|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-09|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-10|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-11|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-12|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-13|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-14|70.0|0|70.0|0|0.0|0|0.0|100
0|2020-04-15|72.0|0|72.0|0|0.0|0|0.0|100
0|2020-04-16|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-04-17|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-18|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-19|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-20|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-21|77.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-22|77.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-23|76.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-24|77.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-25|81.0|0|81.0|0|1.0|0|0.0|100
0|2020-04-26|81.0|0|81.0|0|1.0|0|0.0|100
0|2020-04-27|87.0|0|87.0|0|1.0|0|0.0|100
0|2020-04-28|93.0|0|93.0|0|1.0|0|0.0|100
0|2020-04-29|95.0|0|95.0|0|1.0|0|0.0|100
0|2020-04-30|96.0|0|96.0|0|1.0|0|0.0|100
0|2020-05-01|96.0|0|96.0|0|1.0|0|0.0|100
0|2020-05-02|96.0|0|96.0|0|1.0|0|0.0|100
0|2020-05-03|102.0|0|102.0|0|1.0|0|0.0|100
0|2020-05-04|105.0|0|105.0|0|1.0|0|0.0|100
0|2020-05-05|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-05-06|113.0|0|113.0|0|1.0|0|0.0|100
0|2020-05-07|116.0|0|116.0|0|1.0|0|0.0|100
0|2020-05-08|117.0|0|117.0|0|1.0|0|0.0|100
0|2020-05-09|117.0|0|117.0|0|2.0|0|0.0|100
0|2020-05-10|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-05-11|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-05-12|122.0|0|122.0|0|2.0|0|0.0|100
0|2020-05-13|126.0|0|126.0|0|4.0|0|0.0|100
