|dates|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-27|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-29|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-31|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-01|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-02|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-03|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-04|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-05|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-06|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-07|65.0|0|65.0|0|2.0|0|0.0|100
0|2020-04-08|72.0|0|72.0|0|2.0|0|0.0|100
0|2020-04-09|79.0|0|79.0|0|2.0|0|0.0|100
0|2020-04-10|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-11|88.0|0|88.0|0|2.0|0|0.0|100
0|2020-04-12|97.0|0|88.0|0|2.0|0|0.0|100
0|2020-04-13|102.0|0|102.0|0|2.0|0|0.0|100
0|2020-04-14|102.0|0|101.0|0|2.0|0|0.0|100
0|2020-04-15|102.0|0|102.0|0|2.0|0|0.0|100
0|2020-04-16|102.0|0|102.0|0|2.0|0|0.0|100
0|2020-04-17|102.0|0|108.0|0|2.0|0|0.0|100
0|2020-04-18|108.0|0|113.0|0|2.0|0|0.0|100
0|2020-04-19|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-04-20|122.0|0|122.0|0|2.0|0|0.0|100
0|2020-04-21|124.0|0|124.0|0|2.0|0|0.0|100
0|2020-04-22|124.0|0|128.0|0|2.0|0|0.0|100
0|2020-04-23|130.0|0|130.0|0|2.0|0|0.0|100
0|2020-04-24|132.0|0|132.0|0|2.0|0|0.0|100
0|2020-04-25|134.0|0|134.0|0|2.0|0|0.0|100
0|2020-04-26|136.0|0|136.0|0|2.0|0|0.0|100
0|2020-04-27|138.0|0|138.0|0|2.0|0|0.0|100
0|2020-04-28|139.0|0|139.0|0|2.0|0|0.0|100
0|2020-04-29|141.0|0|141.0|0|2.0|0|0.0|100
0|2020-04-30|146.0|0|146.0|0|2.0|0|0.0|100
0|2020-05-01|146.0|0|146.0|0|2.0|0|0.0|100
0|2020-05-02|148.0|0|148.0|0|2.0|0|0.0|100
0|2020-05-03|148.0|0|148.0|0|2.0|0|0.0|100
0|2020-05-04|149.0|0|149.0|0|2.0|0|0.0|100
0|2020-05-05|151.0|0|151.0|0|2.0|0|0.0|100
0|2020-05-06|153.0|0|153.0|0|2.0|0|0.0|100
0|2020-05-07|155.0|0|155.0|0|2.0|0|0.0|100
0|2020-05-08|161.0|0|161.0|0|2.0|0|0.0|100
0|2020-05-09|172.0|0|172.0|0|2.0|0|0.0|100
0|2020-05-10|174.0|0|174.0|0|2.0|0|0.0|100
0|2020-05-11|180.0|0|180.0|0|2.0|0|0.0|100
0|2020-05-12|188.0|0|188.0|0|2.0|0|0.0|100
0|2020-05-13|191.0|0|191.0|0|2.0|0|0.0|100
