|dates|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Forrest_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Forrest_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-23|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-24|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-25|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-26|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-27|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-28|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-29|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-30|19.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-31|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-01|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-02|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-04-03|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-04|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-05|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-04-06|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-07|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-08|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-09|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-10|76.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-11|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-12|95.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-13|105.0|0|105.0|0|2.0|0|0.0|100
0|2020-04-14|114.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-15|122.0|0|122.0|0|2.0|0|0.0|100
0|2020-04-16|134.0|0|134.0|0|2.0|0|0.0|100
0|2020-04-17|137.0|0|137.0|0|2.0|0|0.0|100
0|2020-04-18|137.0|0|137.0|0|3.0|0|0.0|100
0|2020-04-19|144.0|0|144.0|0|4.0|0|0.0|100
0|2020-04-20|147.0|0|147.0|0|4.0|0|0.0|100
0|2020-04-21|151.0|0|151.0|0|4.0|0|0.0|100
0|2020-04-22|158.0|0|158.0|0|4.0|0|0.0|100
0|2020-04-23|164.0|0|164.0|0|6.0|0|0.0|100
0|2020-04-24|174.0|0|174.0|0|7.0|0|0.0|100
0|2020-04-25|181.0|0|181.0|0|7.0|0|0.0|100
0|2020-04-26|190.0|0|190.0|0|7.0|0|0.0|100
0|2020-04-27|190.0|0|190.0|0|8.0|0|0.0|100
0|2020-04-28|196.0|0|196.0|0|8.0|0|0.0|100
0|2020-04-29|198.0|0|198.0|0|10.0|0|0.0|100
0|2020-04-30|207.0|0|207.0|0|12.0|0|0.0|100
0|2020-05-01|219.0|0|219.0|0|12.0|0|0.0|100
0|2020-05-02|226.0|0|226.0|0|13.0|0|0.0|100
0|2020-05-03|232.0|0|232.0|0|14.0|0|0.0|100
0|2020-05-04|248.0|0|248.0|0|14.0|0|0.0|100
0|2020-05-05|259.0|0|259.0|0|14.0|0|0.0|100
0|2020-05-06|273.0|0|273.0|0|17.0|0|0.0|100
0|2020-05-07|283.0|0|283.0|0|18.0|0|0.0|100
0|2020-05-08|294.0|0|294.0|0|20.0|0|0.0|100
0|2020-05-09|309.0|0|309.0|0|21.0|0|0.0|100
0|2020-05-10|314.0|0|314.0|0|21.0|0|0.0|100
0|2020-05-11|315.0|0|315.0|0|21.0|0|0.0|100
0|2020-05-12|331.0|0|331.0|0|23.0|0|0.0|100
0|2020-05-13|336.0|0|336.0|0|23.0|0|0.0|100
