|dates|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedCases.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedCases.missing|VirginiaBeach_Virginia_UnitedStates.NYT_ConfirmedCases.data|VirginiaBeach_Virginia_UnitedStates.NYT_ConfirmedCases.missing|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-16|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-17|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-23|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-24|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-03-25|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-03-26|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-03-27|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-03-28|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-03-29|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-03-30|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-03-31|65.0|0|65.0|0|1.0|0|0.0|100
0|2020-04-01|88.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-02|111.0|0|111.0|0|1.0|0|0.0|100
0|2020-04-03|128.0|0|128.0|0|1.0|0|0.0|100
0|2020-04-04|160.0|0|160.0|0|1.0|0|0.0|100
0|2020-04-05|170.0|0|170.0|0|1.0|0|0.0|100
0|2020-04-06|178.0|0|178.0|0|1.0|0|0.0|100
0|2020-04-07|200.0|0|200.0|0|1.0|0|0.0|100
0|2020-04-08|207.0|0|207.0|0|1.0|0|0.0|100
0|2020-04-09|219.0|0|219.0|0|1.0|0|0.0|100
0|2020-04-10|224.0|0|224.0|0|1.0|0|0.0|100
0|2020-04-11|236.0|0|236.0|0|1.0|0|0.0|100
0|2020-04-12|243.0|0|243.0|0|1.0|0|0.0|100
0|2020-04-13|251.0|0|251.0|0|1.0|0|0.0|100
0|2020-04-14|252.0|0|252.0|0|1.0|0|0.0|100
0|2020-04-15|256.0|0|256.0|0|1.0|0|0.0|100
0|2020-04-16|258.0|0|258.0|0|1.0|0|0.0|100
0|2020-04-17|265.0|0|265.0|0|6.0|0|0.0|100
0|2020-04-18|271.0|0|271.0|0|6.0|0|0.0|100
0|2020-04-19|273.0|0|273.0|0|6.0|0|0.0|100
0|2020-04-20|281.0|0|281.0|0|8.0|0|0.0|100
0|2020-04-21|288.0|0|288.0|0|8.0|0|0.0|100
0|2020-04-22|313.0|0|313.0|0|8.0|0|0.0|100
0|2020-04-23|328.0|0|328.0|0|8.0|0|0.0|100
0|2020-04-24|331.0|0|331.0|0|10.0|0|0.0|100
0|2020-04-25|335.0|0|335.0|0|10.0|0|0.0|100
0|2020-04-26|345.0|0|345.0|0|10.0|0|0.0|100
0|2020-04-27|355.0|0|355.0|0|10.0|0|0.0|100
0|2020-04-28|359.0|0|359.0|0|12.0|0|0.0|100
0|2020-04-29|365.0|0|365.0|0|12.0|0|0.0|100
0|2020-04-30|385.0|0|385.0|0|14.0|0|0.0|100
0|2020-05-01|396.0|0|396.0|0|14.0|0|0.0|100
0|2020-05-02|413.0|0|413.0|0|15.0|0|0.0|100
0|2020-05-03|413.0|0|413.0|0|15.0|0|0.0|100
0|2020-05-04|439.0|0|439.0|0|15.0|0|0.0|100
0|2020-05-05|445.0|0|445.0|0|15.0|0|0.0|100
0|2020-05-06|445.0|0|445.0|0|15.0|0|0.0|100
0|2020-05-07|454.0|0|454.0|0|17.0|0|0.0|100
0|2020-05-08|469.0|0|469.0|0|17.0|0|0.0|100
0|2020-05-09|478.0|0|478.0|0|17.0|0|0.0|100
0|2020-05-10|491.0|0|491.0|0|17.0|0|0.0|100
0|2020-05-11|505.0|0|505.0|0|17.0|0|0.0|100
0|2020-05-12|509.0|0|509.0|0|18.0|0|0.0|100
