|dates|Hall_Texas_UnitedStates.BLS_EmployedPopulation.data|Hall_Texas_UnitedStates.BLS_EmployedPopulation.missing|Hall_Texas_UnitedStates.BLS_UnemployedPopulation.data|Hall_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Hall_Texas_UnitedStates.BLS_UnemploymentRate.data|Hall_Texas_UnitedStates.BLS_UnemploymentRate.missing|Hall_Texas_UnitedStates.BLS_LaborForcePopulation.data|Hall_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-02|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-03|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-04|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-05|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-06|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-07|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-08|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-09|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-10|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-11|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-12|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-13|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-14|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-15|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-16|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-17|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-18|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-19|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-20|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-21|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-22|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-23|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-24|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-25|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-26|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-27|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-28|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-29|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-30|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-01-31|1001.0|0|45.5|0|4.3478260869565215|0|1046.5|0
0|2020-02-01|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-02|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-03|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-04|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-05|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-06|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-07|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-08|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-09|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-10|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-11|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-12|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-13|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-14|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-15|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-16|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-17|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-18|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-19|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-20|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-21|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-22|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-23|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-24|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-25|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-26|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
0|2020-02-27|1017.5|0|48.5|0|4.549718574108818|0|1066.0|0
