|dates|Sarasota_Florida_UnitedStates.JHU_ConfirmedCases.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedCases.missing|Sarasota_Florida_UnitedStates.NYT_ConfirmedCases.data|Sarasota_Florida_UnitedStates.NYT_ConfirmedCases.missing|Sarasota_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Sarasota_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-18|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-20|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-21|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-22|15.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-23|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-24|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-25|27.0|0|32.0|0|2.0|0|0.0|100
0|2020-03-26|34.0|0|34.0|0|1.0|0|0.0|100
0|2020-03-27|40.0|0|43.0|0|2.0|0|0.0|100
0|2020-03-28|48.0|0|50.0|0|2.0|0|0.0|100
0|2020-03-29|50.0|0|61.0|0|2.0|0|0.0|100
0|2020-03-30|61.0|0|67.0|0|2.0|0|0.0|100
0|2020-03-31|76.0|0|76.0|0|3.0|0|0.0|100
0|2020-04-01|82.0|0|99.0|0|3.0|0|0.0|100
0|2020-04-02|110.0|0|110.0|0|7.0|0|0.0|100
0|2020-04-03|124.0|0|124.0|0|7.0|0|0.0|100
0|2020-04-04|129.0|0|129.0|0|7.0|0|0.0|100
0|2020-04-05|140.0|0|140.0|0|7.0|0|0.0|100
0|2020-04-06|151.0|0|159.0|0|7.0|0|0.0|100
0|2020-04-07|172.0|0|173.0|0|7.0|0|0.0|100
0|2020-04-08|180.0|0|184.0|0|7.0|0|0.0|100
0|2020-04-09|190.0|0|201.0|0|8.0|0|0.0|100
0|2020-04-10|208.0|0|211.0|0|10.0|0|0.0|100
0|2020-04-11|219.0|0|223.0|0|12.0|0|0.0|100
0|2020-04-12|226.0|0|226.0|0|12.0|0|0.0|100
0|2020-04-13|230.0|0|230.0|0|14.0|0|0.0|100
0|2020-04-14|241.0|0|241.0|0|14.0|0|0.0|100
0|2020-04-15|252.0|0|253.0|0|16.0|0|0.0|100
0|2020-04-16|260.0|0|260.0|0|17.0|0|0.0|100
0|2020-04-17|274.0|0|274.0|0|22.0|0|0.0|100
0|2020-04-18|279.0|0|279.0|0|23.0|0|0.0|100
0|2020-04-19|284.0|0|284.0|0|23.0|0|0.0|100
0|2020-04-20|291.0|0|291.0|0|28.0|0|0.0|100
0|2020-04-21|297.0|0|297.0|0|30.0|0|0.0|100
0|2020-04-22|299.0|0|299.0|0|31.0|0|0.0|100
0|2020-04-23|310.0|0|310.0|0|32.0|0|0.0|100
0|2020-04-24|314.0|0|314.0|0|32.0|0|0.0|100
0|2020-04-25|318.0|0|318.0|0|32.0|0|0.0|100
0|2020-04-26|321.0|0|321.0|0|32.0|0|0.0|100
0|2020-04-27|323.0|0|323.0|0|32.0|0|0.0|100
0|2020-04-28|334.0|0|334.0|0|39.0|0|0.0|100
0|2020-04-29|338.0|0|338.0|0|42.0|0|0.0|100
0|2020-04-30|352.0|0|352.0|0|42.0|0|0.0|100
0|2020-05-01|365.0|0|365.0|0|44.0|0|0.0|100
0|2020-05-02|372.0|0|372.0|0|47.0|0|0.0|100
0|2020-05-03|377.0|0|377.0|0|47.0|0|0.0|100
0|2020-05-04|385.0|0|385.0|0|47.0|0|0.0|100
0|2020-05-05|395.0|0|395.0|0|48.0|0|0.0|100
0|2020-05-06|405.0|0|405.0|0|49.0|0|0.0|100
0|2020-05-07|412.0|0|412.0|0|51.0|0|0.0|100
0|2020-05-08|416.0|0|416.0|0|54.0|0|0.0|100
0|2020-05-09|418.0|0|418.0|0|57.0|0|0.0|100
0|2020-05-10|426.0|0|426.0|0|57.0|0|0.0|100
0|2020-05-11|430.0|0|430.0|0|57.0|0|0.0|100
0|2020-05-12|435.0|0|435.0|0|57.0|0|0.0|100
0|2020-05-13|440.0|0|440.0|0|57.0|0|0.0|100
