|dates|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.data|FortBend_Texas_UnitedStates.JHU_ConfirmedCases.missing|FortBend_Texas_UnitedStates.NYT_ConfirmedCases.data|FortBend_Texas_UnitedStates.NYT_ConfirmedCases.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.data|FortBend_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|FortBend_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-07|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-08|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-09|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-10|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-11|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-12|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-13|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-14|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-15|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-16|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-17|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-18|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-19|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-20|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-21|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-22|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-23|29.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-24|46.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-25|46.0|0|54.0|0|0.0|0|0.0|100
0|2020-03-26|86.0|0|86.0|0|0.0|0|0.0|100
0|2020-03-27|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-03-28|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-03-29|119.0|0|119.0|0|1.0|0|0.0|100
0|2020-03-30|119.0|0|119.0|0|1.0|0|0.0|100
0|2020-03-31|163.0|0|138.0|0|2.0|0|0.0|100
0|2020-04-01|163.0|0|163.0|0|2.0|0|0.0|100
0|2020-04-02|194.0|0|194.0|0|2.0|0|0.0|100
0|2020-04-03|221.0|0|221.0|0|2.0|0|0.0|100
0|2020-04-04|255.0|0|268.0|0|2.0|0|0.0|100
0|2020-04-05|268.0|0|268.0|0|5.0|0|0.0|100
0|2020-04-06|318.0|0|318.0|0|6.0|0|0.0|100
0|2020-04-07|318.0|0|318.0|0|6.0|0|0.0|100
0|2020-04-08|417.0|0|417.0|0|6.0|0|0.0|100
0|2020-04-09|437.0|0|432.0|0|7.0|0|0.0|100
0|2020-04-10|485.0|0|485.0|0|10.0|0|0.0|100
0|2020-04-11|518.0|0|518.0|0|11.0|0|0.0|100
0|2020-04-12|536.0|0|536.0|0|11.0|0|0.0|100
0|2020-04-13|543.0|0|543.0|0|11.0|0|0.0|100
0|2020-04-14|543.0|0|577.0|0|12.0|0|0.0|100
0|2020-04-15|627.0|0|627.0|0|15.0|0|0.0|100
0|2020-04-16|627.0|0|656.0|0|15.0|0|0.0|100
0|2020-04-17|656.0|0|695.0|0|16.0|0|0.0|100
0|2020-04-18|755.0|0|755.0|0|17.0|0|0.0|100
0|2020-04-19|755.0|0|783.0|0|17.0|0|0.0|100
0|2020-04-20|783.0|0|799.0|0|17.0|0|0.0|100
0|2020-04-21|808.0|0|808.0|0|18.0|0|0.0|100
0|2020-04-22|808.0|0|870.0|0|18.0|0|0.0|100
0|2020-04-23|889.0|0|889.0|0|20.0|0|0.0|100
0|2020-04-24|889.0|0|905.0|0|20.0|0|0.0|100
0|2020-04-25|905.0|0|919.0|0|21.0|0|0.0|100
0|2020-04-26|919.0|0|952.0|0|21.0|0|0.0|100
0|2020-04-27|952.0|0|957.0|0|21.0|0|0.0|100
0|2020-04-28|957.0|0|973.0|0|22.0|0|0.0|100
0|2020-04-29|973.0|0|1018.0|0|24.0|0|0.0|100
0|2020-04-30|1018.0|0|1052.0|0|24.0|0|0.0|100
0|2020-05-01|1052.0|0|1079.0|0|26.0|0|0.0|100
0|2020-05-02|1079.0|0|1133.0|0|26.0|0|0.0|100
0|2020-05-03|1133.0|0|1183.0|0|27.0|0|0.0|100
0|2020-05-04|1183.0|0|1187.0|0|28.0|0|0.0|100
0|2020-05-05|1187.0|0|1245.0|0|28.0|0|0.0|100
0|2020-05-06|1245.0|0|1287.0|0|30.0|0|0.0|100
0|2020-05-07|1287.0|0|1332.0|0|32.0|0|0.0|100
0|2020-05-08|1332.0|0|1357.0|0|33.0|0|0.0|100
0|2020-05-09|1357.0|0|1370.0|0|36.0|0|0.0|100
0|2020-05-10|1370.0|0|1384.0|0|36.0|0|0.0|100
0|2020-05-11|1385.0|0|1385.0|0|38.0|0|0.0|100
0|2020-05-12|1404.0|0|1404.0|0|40.0|0|0.0|100
