|dates|Garfield_Colorado_UnitedStates.JHU_ConfirmedCases.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Colorado_UnitedStates.NYT_ConfirmedCases.data|Garfield_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Garfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-22|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-23|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-26|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-27|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-28|16.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-29|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-30|25.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-31|33.0|0|33.0|0|1.0|0|0.0|100
0|2020-04-01|33.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-02|34.0|0|43.0|0|1.0|0|0.0|100
0|2020-04-03|43.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-04|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-05|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-06|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-04-07|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-08|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-09|49.0|0|50.0|0|1.0|0|0.0|100
0|2020-04-10|50.0|0|52.0|0|1.0|0|0.0|100
0|2020-04-11|52.0|0|54.0|0|2.0|0|0.0|100
0|2020-04-12|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-04-13|58.0|0|58.0|0|2.0|0|0.0|100
0|2020-04-14|59.0|0|59.0|0|2.0|0|0.0|100
0|2020-04-15|59.0|0|62.0|0|2.0|0|0.0|100
0|2020-04-16|62.0|0|64.0|0|2.0|0|0.0|100
0|2020-04-17|64.0|0|65.0|0|2.0|0|0.0|100
0|2020-04-18|65.0|0|70.0|0|2.0|0|0.0|100
0|2020-04-19|70.0|0|70.0|0|2.0|0|0.0|100
0|2020-04-20|70.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-21|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-22|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-23|74.0|0|74.0|0|2.0|0|0.0|100
0|2020-04-24|81.0|0|81.0|0|2.0|0|0.0|100
0|2020-04-25|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-26|87.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-27|88.0|0|88.0|0|2.0|0|0.0|100
0|2020-04-28|89.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-29|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-30|93.0|0|93.0|0|2.0|0|0.0|100
0|2020-05-01|93.0|0|93.0|0|2.0|0|0.0|100
0|2020-05-02|95.0|0|95.0|0|2.0|0|0.0|100
0|2020-05-03|97.0|0|97.0|0|2.0|0|0.0|100
0|2020-05-04|97.0|0|95.0|0|2.0|0|0.0|100
0|2020-05-05|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-05-06|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-05-07|100.0|0|100.0|0|2.0|0|0.0|100
0|2020-05-08|102.0|0|102.0|0|2.0|0|0.0|100
0|2020-05-09|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-05-10|104.0|0|104.0|0|2.0|0|0.0|100
0|2020-05-11|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-05-12|111.0|0|111.0|0|2.0|0|0.0|100
0|2020-05-13|112.0|0|112.0|0|2.0|0|0.0|100
