|dates|Unassigned_Colorado_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Colorado_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|57.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|20.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-25|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-26|102.0|0|102.0|0|0.0|0|0.0|100
0|2020-03-27|102.0|0|136.0|0|8.0|0|0.0|100
0|2020-03-28|136.0|0|166.0|0|1.0|0|0.0|100
0|2020-03-29|186.0|0|186.0|0|1.0|0|0.0|100
0|2020-03-30|186.0|0|146.0|0|1.0|0|0.0|100
0|2020-03-31|129.0|0|129.0|0|1.0|0|0.0|100
0|2020-04-01|129.0|0|137.0|0|1.0|0|0.0|100
0|2020-04-02|128.0|0|143.0|0|4.0|0|0.0|100
0|2020-04-03|144.0|0|158.0|0|0.0|0|0.0|100
0|2020-04-04|158.0|0|211.0|0|0.0|0|0.0|100
0|2020-04-05|251.0|0|252.0|0|0.0|0|0.0|100
0|2020-04-06|276.0|0|275.0|0|0.0|0|0.0|100
0|2020-04-07|252.0|0|249.0|0|29.0|0|0.0|100
0|2020-04-08|238.0|0|238.0|0|1.0|0|0.0|100
0|2020-04-09|238.0|0|233.0|0|1.0|0|0.0|100
0|2020-04-10|235.0|0|145.0|0|34.0|0|0.0|100
0|2020-04-11|145.0|0|175.0|0|1.0|0|0.0|100
0|2020-04-12|156.0|0|156.0|0|0.0|0|0.0|100
0|2020-04-13|145.0|0|145.0|0|0.0|0|0.0|100
0|2020-04-14|119.0|0|110.0|0|0.0|0|0.0|100
0|2020-04-15|119.0|0|111.0|0|0.0|0|0.0|100
0|2020-04-16|111.0|0|96.0|0|1.0|0|0.0|100
0|2020-04-17|96.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-18|67.0|0|80.0|0|1.0|0|0.0|100
0|2020-04-19|114.0|0|114.0|0|1.0|0|0.0|100
0|2020-04-20|114.0|0|126.0|0|1.0|0|0.0|100
0|2020-04-21|126.0|0|105.0|0|1.0|0|0.0|100
0|2020-04-22|95.0|0|95.0|0|1.0|0|0.0|100
0|2020-04-23|108.0|0|108.0|0|1.0|0|0.0|100
0|2020-04-24|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-04-25|131.0|0|131.0|0|2.0|0|0.0|100
0|2020-04-26|172.0|0|172.0|0|2.0|0|0.0|100
0|2020-04-27|176.0|0|101.0|0|2.0|0|0.0|100
0|2020-04-28|165.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-29|145.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-30|158.0|0|81.0|0|1.0|0|0.0|100
0|2020-05-01|201.0|0|94.0|0|2.0|0|0.0|100
0|2020-05-02|226.0|0|119.0|0|2.0|0|0.0|100
0|2020-05-03|242.0|0|134.0|0|2.0|0|0.0|100
0|2020-05-04|242.0|0|130.0|0|2.0|0|0.0|100
0|2020-05-05|189.0|0|81.0|0|3.0|0|0.0|100
0|2020-05-06|164.0|0|54.0|0|3.0|0|0.0|100
0|2020-05-07|153.0|0|46.0|0|3.0|0|0.0|100
0|2020-05-08|140.0|0|32.0|0|3.0|0|0.0|100
0|2020-05-09|179.0|0|71.0|0|3.0|0|0.0|100
0|2020-05-10|222.0|0|114.0|0|3.0|0|0.0|100
0|2020-05-11|153.0|0|67.0|0|3.0|0|0.0|100
0|2020-05-12|101.0|0|47.0|0|3.0|0|0.0|100
0|2020-05-13|85.0|0|52.0|0|3.0|0|0.0|100
