|dates|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-25|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-29|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-30|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-31|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-01|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-02|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-04|41.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-05|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-06|57.0|0|57.0|0|2.0|0|0.0|100
0|2020-04-07|66.0|0|66.0|0|2.0|0|0.0|100
0|2020-04-08|66.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-09|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-10|100.0|0|100.0|0|3.0|0|0.0|100
0|2020-04-11|105.0|0|105.0|0|3.0|0|0.0|100
0|2020-04-12|117.0|0|117.0|0|3.0|0|0.0|100
0|2020-04-13|117.0|0|117.0|0|4.0|0|0.0|100
0|2020-04-14|135.0|0|135.0|0|5.0|0|0.0|100
0|2020-04-15|138.0|0|138.0|0|6.0|0|0.0|100
0|2020-04-16|143.0|0|143.0|0|6.0|0|0.0|100
0|2020-04-17|157.0|0|157.0|0|8.0|0|0.0|100
0|2020-04-18|164.0|0|164.0|0|8.0|0|0.0|100
0|2020-04-19|168.0|0|168.0|0|9.0|0|0.0|100
0|2020-04-20|174.0|0|174.0|0|10.0|0|0.0|100
0|2020-04-21|185.0|0|185.0|0|10.0|0|0.0|100
0|2020-04-22|198.0|0|198.0|0|10.0|0|0.0|100
0|2020-04-23|215.0|0|215.0|0|10.0|0|0.0|100
0|2020-04-24|229.0|0|229.0|0|10.0|0|0.0|100
0|2020-04-25|255.0|0|255.0|0|10.0|0|0.0|100
0|2020-04-26|270.0|0|270.0|0|10.0|0|0.0|100
0|2020-04-27|273.0|0|273.0|0|10.0|0|0.0|100
0|2020-04-28|308.0|0|308.0|0|12.0|0|0.0|100
0|2020-04-29|317.0|0|317.0|0|12.0|0|0.0|100
0|2020-04-30|355.0|0|355.0|0|12.0|0|0.0|100
0|2020-05-01|393.0|0|393.0|0|13.0|0|0.0|100
0|2020-05-02|408.0|0|408.0|0|13.0|0|0.0|100
0|2020-05-03|435.0|0|435.0|0|13.0|0|0.0|100
0|2020-05-04|457.0|0|457.0|0|14.0|0|0.0|100
0|2020-05-05|535.0|0|535.0|0|15.0|0|0.0|100
0|2020-05-06|559.0|0|559.0|0|15.0|0|0.0|100
0|2020-05-07|590.0|0|590.0|0|16.0|0|0.0|100
0|2020-05-08|634.0|0|634.0|0|16.0|0|0.0|100
0|2020-05-09|680.0|0|680.0|0|16.0|0|0.0|100
0|2020-05-10|704.0|0|704.0|0|16.0|0|0.0|100
0|2020-05-11|724.0|0|724.0|0|16.0|0|0.0|100
0|2020-05-12|763.0|0|763.0|0|17.0|0|0.0|100
0|2020-05-13|785.0|0|785.0|0|17.0|0|0.0|100
