|dates|Whatcom_Washington_UnitedStates.JHU_ConfirmedCases.data|Whatcom_Washington_UnitedStates.JHU_ConfirmedCases.missing|Whatcom_Washington_UnitedStates.NYT_ConfirmedCases.data|Whatcom_Washington_UnitedStates.NYT_ConfirmedCases.missing|Whatcom_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Whatcom_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Whatcom_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Whatcom_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-19|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-20|10.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-21|14.0|0|14.0|0|2.0|0|0.0|100
0|2020-03-22|14.0|0|19.0|0|2.0|0|0.0|100
0|2020-03-23|48.0|0|48.0|0|2.0|0|0.0|100
0|2020-03-24|48.0|0|64.0|0|2.0|0|0.0|100
0|2020-03-25|64.0|0|66.0|0|2.0|0|0.0|100
0|2020-03-26|86.0|0|86.0|0|4.0|0|0.0|100
0|2020-03-27|92.0|0|92.0|0|4.0|0|0.0|100
0|2020-03-28|102.0|0|102.0|0|4.0|0|0.0|100
0|2020-03-29|116.0|0|116.0|0|7.0|0|0.0|100
0|2020-03-30|116.0|0|116.0|0|7.0|0|0.0|100
0|2020-03-31|139.0|0|116.0|0|7.0|0|0.0|100
0|2020-04-01|139.0|0|144.0|0|7.0|0|0.0|100
0|2020-04-02|175.0|0|175.0|0|9.0|0|0.0|100
0|2020-04-03|182.0|0|182.0|0|9.0|0|0.0|100
0|2020-04-04|199.0|0|199.0|0|9.0|0|0.0|100
0|2020-04-05|224.0|0|224.0|0|13.0|0|0.0|100
0|2020-04-06|228.0|0|228.0|0|19.0|0|0.0|100
0|2020-04-07|238.0|0|238.0|0|19.0|0|0.0|100
0|2020-04-08|238.0|0|238.0|0|19.0|0|0.0|100
0|2020-04-09|243.0|0|243.0|0|21.0|0|0.0|100
0|2020-04-10|250.0|0|250.0|0|23.0|0|0.0|100
0|2020-04-11|261.0|0|252.0|0|23.0|0|0.0|100
0|2020-04-12|263.0|0|263.0|0|23.0|0|0.0|100
0|2020-04-13|264.0|0|263.0|0|23.0|0|0.0|100
0|2020-04-14|264.0|0|265.0|0|23.0|0|0.0|100
0|2020-04-15|269.0|0|269.0|0|25.0|0|0.0|100
0|2020-04-16|273.0|0|271.0|0|25.0|0|0.0|100
0|2020-04-17|271.0|0|271.0|0|25.0|0|0.0|100
0|2020-04-18|276.0|0|273.0|0|25.0|0|0.0|100
0|2020-04-19|277.0|0|277.0|0|26.0|0|0.0|100
0|2020-04-20|278.0|0|278.0|0|27.0|0|0.0|100
0|2020-04-21|280.0|0|280.0|0|27.0|0|0.0|100
0|2020-04-22|281.0|0|280.0|0|27.0|0|0.0|100
0|2020-04-23|282.0|0|282.0|0|27.0|0|0.0|100
0|2020-04-24|282.0|0|282.0|0|27.0|0|0.0|100
0|2020-04-25|284.0|0|284.0|0|27.0|0|0.0|100
0|2020-04-26|288.0|0|288.0|0|27.0|0|0.0|100
0|2020-04-27|287.0|0|290.0|0|28.0|0|0.0|100
0|2020-04-28|293.0|0|293.0|0|28.0|0|0.0|100
0|2020-04-29|294.0|0|294.0|0|28.0|0|0.0|100
0|2020-04-30|302.0|0|304.0|0|28.0|0|0.0|100
0|2020-05-01|305.0|0|311.0|0|28.0|0|0.0|100
0|2020-05-02|312.0|0|311.0|0|28.0|0|0.0|100
0|2020-05-03|316.0|0|316.0|0|28.0|0|0.0|100
0|2020-05-04|317.0|0|317.0|0|28.0|0|0.0|100
0|2020-05-05|318.0|0|318.0|0|29.0|0|0.0|100
0|2020-05-06|324.0|0|324.0|0|30.0|0|0.0|100
0|2020-05-07|328.0|0|328.0|0|33.0|0|0.0|100
0|2020-05-08|329.0|0|329.0|0|33.0|0|0.0|100
0|2020-05-09|330.0|0|330.0|0|33.0|0|0.0|100
0|2020-05-10|333.0|0|333.0|0|34.0|0|0.0|100
0|2020-05-11|338.0|0|338.0|0|34.0|0|0.0|100
0|2020-05-12|340.0|0|340.0|0|34.0|0|0.0|100
0|2020-05-13|341.0|0|344.0|0|35.0|0|0.0|100
