|dates|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Davidson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Davidson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-28|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-29|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-30|17.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-31|22.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-01|41.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-02|41.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|51.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-04|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-05|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-06|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-07|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-08|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-09|78.0|0|78.0|0|2.0|0|0.0|100
0|2020-04-10|81.0|0|81.0|0|2.0|0|0.0|100
0|2020-04-11|85.0|0|85.0|0|2.0|0|0.0|100
0|2020-04-12|85.0|0|85.0|0|2.0|0|0.0|100
0|2020-04-13|85.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-14|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-15|90.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-16|91.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-17|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-18|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-19|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-20|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-21|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-22|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-04-23|107.0|0|107.0|0|2.0|0|0.0|100
0|2020-04-24|113.0|0|113.0|0|4.0|0|0.0|100
0|2020-04-25|120.0|0|120.0|0|4.0|0|0.0|100
0|2020-04-26|156.0|0|156.0|0|4.0|0|0.0|100
0|2020-04-27|156.0|0|155.0|0|4.0|0|0.0|100
0|2020-04-28|166.0|0|166.0|0|5.0|0|0.0|100
0|2020-04-29|166.0|0|160.0|0|8.0|0|0.0|100
0|2020-04-30|166.0|0|163.0|0|8.0|0|0.0|100
0|2020-05-01|166.0|0|166.0|0|8.0|0|0.0|100
0|2020-05-02|180.0|0|180.0|0|8.0|0|0.0|100
0|2020-05-03|180.0|0|179.0|0|8.0|0|0.0|100
0|2020-05-04|180.0|0|179.0|0|9.0|0|0.0|100
0|2020-05-05|183.0|0|183.0|0|10.0|0|0.0|100
0|2020-05-06|191.0|0|186.0|0|10.0|0|0.0|100
0|2020-05-07|191.0|0|191.0|0|10.0|0|0.0|100
0|2020-05-08|199.0|0|199.0|0|10.0|0|0.0|100
0|2020-05-09|201.0|0|201.0|0|10.0|0|0.0|100
0|2020-05-10|202.0|0|202.0|0|10.0|0|0.0|100
0|2020-05-11|205.0|0|205.0|0|10.0|0|0.0|100
0|2020-05-12|227.0|0|227.0|0|10.0|0|0.0|100
