|dates|Pueblo_Colorado_UnitedStates.JHU_ConfirmedCases.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Pueblo_Colorado_UnitedStates.NYT_ConfirmedCases.data|Pueblo_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Pueblo_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Pueblo_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|3.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-28|6.0|0|9.0|0|1.0|0|0.0|100
0|2020-03-29|10.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-30|10.0|0|21.0|0|1.0|0|0.0|100
0|2020-03-31|21.0|0|21.0|0|2.0|0|0.0|100
0|2020-04-01|21.0|0|28.0|0|2.0|0|0.0|100
0|2020-04-02|22.0|0|28.0|0|2.0|0|0.0|100
0|2020-04-03|26.0|0|39.0|0|2.0|0|0.0|100
0|2020-04-04|31.0|0|39.0|0|2.0|0|0.0|100
0|2020-04-05|40.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-06|42.0|0|44.0|0|2.0|0|0.0|100
0|2020-04-07|44.0|0|46.0|0|2.0|0|0.0|100
0|2020-04-08|45.0|0|46.0|0|2.0|0|0.0|100
0|2020-04-09|45.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-10|48.0|0|50.0|0|2.0|0|0.0|100
0|2020-04-11|50.0|0|53.0|0|2.0|0|0.0|100
0|2020-04-12|58.0|0|58.0|0|3.0|0|0.0|100
0|2020-04-13|64.0|0|64.0|0|3.0|0|0.0|100
0|2020-04-14|64.0|0|64.0|0|4.0|0|0.0|100
0|2020-04-15|64.0|0|68.0|0|4.0|0|0.0|100
0|2020-04-16|68.0|0|72.0|0|4.0|0|0.0|100
0|2020-04-17|72.0|0|78.0|0|5.0|0|0.0|100
0|2020-04-18|78.0|0|84.0|0|6.0|0|0.0|100
0|2020-04-19|87.0|0|87.0|0|6.0|0|0.0|100
0|2020-04-20|87.0|0|88.0|0|6.0|0|0.0|100
0|2020-04-21|92.0|0|92.0|0|7.0|0|0.0|100
0|2020-04-22|107.0|0|107.0|0|7.0|0|0.0|100
0|2020-04-23|108.0|0|108.0|0|7.0|0|0.0|100
0|2020-04-24|117.0|0|116.0|0|9.0|0|0.0|100
0|2020-04-25|121.0|0|121.0|0|9.0|0|0.0|100
0|2020-04-26|131.0|0|131.0|0|9.0|0|0.0|100
0|2020-04-27|134.0|0|134.0|0|9.0|0|0.0|100
0|2020-04-28|136.0|0|136.0|0|9.0|0|0.0|100
0|2020-04-29|136.0|0|136.0|0|10.0|0|0.0|100
0|2020-04-30|139.0|0|139.0|0|10.0|0|0.0|100
0|2020-05-01|146.0|0|146.0|0|10.0|0|0.0|100
0|2020-05-02|150.0|0|150.0|0|10.0|0|0.0|100
0|2020-05-03|158.0|0|158.0|0|10.0|0|0.0|100
0|2020-05-04|158.0|0|157.0|0|11.0|0|0.0|100
0|2020-05-05|158.0|0|158.0|0|11.0|0|0.0|100
0|2020-05-06|161.0|0|161.0|0|11.0|0|0.0|100
0|2020-05-07|163.0|0|163.0|0|12.0|0|0.0|100
0|2020-05-08|170.0|0|170.0|0|12.0|0|0.0|100
0|2020-05-09|176.0|0|176.0|0|12.0|0|0.0|100
0|2020-05-10|182.0|0|182.0|0|12.0|0|0.0|100
0|2020-05-11|185.0|0|185.0|0|12.0|0|0.0|100
0|2020-05-12|188.0|0|188.0|0|12.0|0|0.0|100
0|2020-05-13|188.0|0|188.0|0|12.0|0|0.0|100
