|dates|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Cumberland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|3.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-28|8.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-30|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-01|24.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-02|27.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-03|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-04|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-05|45.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-06|48.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-07|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-08|66.0|0|64.0|0|1.0|0|0.0|100
0|2020-04-09|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-10|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-04-11|82.0|0|82.0|0|1.0|0|0.0|100
0|2020-04-12|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-13|84.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-14|86.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-15|90.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-16|94.0|0|93.0|0|3.0|0|0.0|100
0|2020-04-17|105.0|0|97.0|0|6.0|0|0.0|100
0|2020-04-18|113.0|0|105.0|0|6.0|0|0.0|100
0|2020-04-19|113.0|0|112.0|0|6.0|0|0.0|100
0|2020-04-20|113.0|0|112.0|0|6.0|0|0.0|100
0|2020-04-21|127.0|0|127.0|0|6.0|0|0.0|100
0|2020-04-22|133.0|0|129.0|0|6.0|0|0.0|100
0|2020-04-23|154.0|0|137.0|0|6.0|0|0.0|100
0|2020-04-24|189.0|0|161.0|0|6.0|0|0.0|100
0|2020-04-25|199.0|0|184.0|0|6.0|0|0.0|100
0|2020-04-26|200.0|0|192.0|0|6.0|0|0.0|100
0|2020-04-27|200.0|0|193.0|0|6.0|0|0.0|100
0|2020-04-28|224.0|0|218.0|0|8.0|0|0.0|100
0|2020-04-29|224.0|0|223.0|0|8.0|0|0.0|100
0|2020-04-30|238.0|0|238.0|0|8.0|0|0.0|100
0|2020-05-01|286.0|0|256.0|0|8.0|0|0.0|100
0|2020-05-02|289.0|0|275.0|0|8.0|0|0.0|100
0|2020-05-03|289.0|0|276.0|0|8.0|0|0.0|100
0|2020-05-04|289.0|0|279.0|0|8.0|0|0.0|100
0|2020-05-05|320.0|0|290.0|0|8.0|0|0.0|100
0|2020-05-06|330.0|0|318.0|0|8.0|0|0.0|100
0|2020-05-07|356.0|0|336.0|0|9.0|0|0.0|100
0|2020-05-08|356.0|0|342.0|0|9.0|0|0.0|100
0|2020-05-09|356.0|0|347.0|0|9.0|0|0.0|100
0|2020-05-10|368.0|0|348.0|0|9.0|0|0.0|100
0|2020-05-11|368.0|0|351.0|0|9.0|0|0.0|100
0|2020-05-12|399.0|0|368.0|0|11.0|0|0.0|100
