|dates|Paulding_Georgia_UnitedStates.JHU_ConfirmedCases.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Paulding_Georgia_UnitedStates.NYT_ConfirmedCases.data|Paulding_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Paulding_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Paulding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-28|19.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-29|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-30|24.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-31|30.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-01|32.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-02|33.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|42.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-04|48.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-05|50.0|0|51.0|0|0.0|0|0.0|100
0|2020-04-06|54.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-07|60.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-08|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-04-09|65.0|0|69.0|0|1.0|0|0.0|100
0|2020-04-10|69.0|0|74.0|0|2.0|0|0.0|100
0|2020-04-11|76.0|0|79.0|0|2.0|0|0.0|100
0|2020-04-12|80.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-13|91.0|0|100.0|0|2.0|0|0.0|100
0|2020-04-14|115.0|0|115.0|0|4.0|0|0.0|100
0|2020-04-15|117.0|0|118.0|0|5.0|0|0.0|100
0|2020-04-16|121.0|0|123.0|0|5.0|0|0.0|100
0|2020-04-17|132.0|0|132.0|0|5.0|0|0.0|100
0|2020-04-18|132.0|0|133.0|0|5.0|0|0.0|100
0|2020-04-19|133.0|0|137.0|0|7.0|0|0.0|100
0|2020-04-20|141.0|0|141.0|0|7.0|0|0.0|100
0|2020-04-21|143.0|0|141.0|0|7.0|0|0.0|100
0|2020-04-22|145.0|0|145.0|0|7.0|0|0.0|100
0|2020-04-23|148.0|0|148.0|0|7.0|0|0.0|100
0|2020-04-24|156.0|0|156.0|0|7.0|0|0.0|100
0|2020-04-25|159.0|0|159.0|0|7.0|0|0.0|100
0|2020-04-26|160.0|0|160.0|0|7.0|0|0.0|100
0|2020-04-27|166.0|0|166.0|0|7.0|0|0.0|100
0|2020-04-28|172.0|0|172.0|0|7.0|0|0.0|100
0|2020-04-29|175.0|0|176.0|0|8.0|0|0.0|100
0|2020-04-30|188.0|0|189.0|0|8.0|0|0.0|100
0|2020-05-01|190.0|0|190.0|0|8.0|0|0.0|100
0|2020-05-02|194.0|0|194.0|0|8.0|0|0.0|100
0|2020-05-03|195.0|0|195.0|0|8.0|0|0.0|100
0|2020-05-04|207.0|0|207.0|0|9.0|0|0.0|100
0|2020-05-05|209.0|0|209.0|0|9.0|0|0.0|100
0|2020-05-06|212.0|0|212.0|0|10.0|0|0.0|100
0|2020-05-07|218.0|0|218.0|0|10.0|0|0.0|100
0|2020-05-08|221.0|0|221.0|0|10.0|0|0.0|100
0|2020-05-09|222.0|0|222.0|0|10.0|0|0.0|100
0|2020-05-10|223.0|0|223.0|0|10.0|0|0.0|100
0|2020-05-11|226.0|0|226.0|0|10.0|0|0.0|100
0|2020-05-12|230.0|0|230.0|0|10.0|0|0.0|100
0|2020-05-13|234.0|0|234.0|0|10.0|0|0.0|100
