|dates|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-28|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-31|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-01|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-02|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-03|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-04|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-05|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-06|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-07|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-04-08|29.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-09|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-10|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-11|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-12|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-13|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-14|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-15|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-16|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-17|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-18|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-19|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-20|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-21|69.0|0|77.0|0|0.0|0|0.0|100
0|2020-04-22|85.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-23|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-04-24|99.0|0|99.0|0|0.0|0|0.0|100
0|2020-04-25|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-26|104.0|0|104.0|0|1.0|0|0.0|100
0|2020-04-27|107.0|0|107.0|0|1.0|0|0.0|100
0|2020-04-28|110.0|0|110.0|0|2.0|0|0.0|100
0|2020-04-29|114.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-30|126.0|0|126.0|0|2.0|0|0.0|100
0|2020-05-01|130.0|0|130.0|0|2.0|0|0.0|100
0|2020-05-02|135.0|0|135.0|0|2.0|0|0.0|100
0|2020-05-03|140.0|0|140.0|0|2.0|0|0.0|100
0|2020-05-04|144.0|0|144.0|0|2.0|0|0.0|100
0|2020-05-05|149.0|0|149.0|0|2.0|0|0.0|100
0|2020-05-06|151.0|0|151.0|0|2.0|0|0.0|100
0|2020-05-07|157.0|0|157.0|0|3.0|0|0.0|100
0|2020-05-08|171.0|0|171.0|0|3.0|0|0.0|100
0|2020-05-09|173.0|0|173.0|0|3.0|0|0.0|100
0|2020-05-10|174.0|0|174.0|0|3.0|0|0.0|100
0|2020-05-11|179.0|0|179.0|0|3.0|0|0.0|100
0|2020-05-12|179.0|0|179.0|0|5.0|0|0.0|100
