|dates|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.data|Scott_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Scott_Iowa_UnitedStates.NYT_ConfirmedCases.data|Scott_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-27|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-28|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-01|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-02|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-03|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-04|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-05|41.0|0|41.0|0|1.0|0|0.0|100
0|2020-04-06|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-04-07|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-04-08|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-09|88.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-10|99.0|0|99.0|0|1.0|0|0.0|100
0|2020-04-11|111.0|0|111.0|0|1.0|0|0.0|100
0|2020-04-12|115.0|0|115.0|0|1.0|0|0.0|100
0|2020-04-13|118.0|0|118.0|0|1.0|0|0.0|100
0|2020-04-14|124.0|0|124.0|0|1.0|0|0.0|100
0|2020-04-15|129.0|0|129.0|0|2.0|0|0.0|100
0|2020-04-16|146.0|0|146.0|0|2.0|0|0.0|100
0|2020-04-17|155.0|0|155.0|0|3.0|0|0.0|100
0|2020-04-18|159.0|0|159.0|0|3.0|0|0.0|100
0|2020-04-19|159.0|0|160.0|0|3.0|0|0.0|100
0|2020-04-20|171.0|0|172.0|0|3.0|0|0.0|100
0|2020-04-21|179.0|0|180.0|0|3.0|0|0.0|100
0|2020-04-22|182.0|0|183.0|0|3.0|0|0.0|100
0|2020-04-23|188.0|0|189.0|0|3.0|0|0.0|100
0|2020-04-24|196.0|0|197.0|0|4.0|0|0.0|100
0|2020-04-25|206.0|0|207.0|0|5.0|0|0.0|100
0|2020-04-26|208.0|0|209.0|0|5.0|0|0.0|100
0|2020-04-27|216.0|0|216.0|0|5.0|0|0.0|100
0|2020-04-28|218.0|0|218.0|0|5.0|0|0.0|100
0|2020-04-29|222.0|0|222.0|0|5.0|0|0.0|100
0|2020-04-30|226.0|0|226.0|0|6.0|0|0.0|100
0|2020-05-01|230.0|0|230.0|0|7.0|0|0.0|100
0|2020-05-02|236.0|0|236.0|0|7.0|0|0.0|100
0|2020-05-03|241.0|0|241.0|0|7.0|0|0.0|100
0|2020-05-04|245.0|0|245.0|0|7.0|0|0.0|100
0|2020-05-05|255.0|0|255.0|0|7.0|0|0.0|100
0|2020-05-06|260.0|0|260.0|0|7.0|0|0.0|100
0|2020-05-07|274.0|0|274.0|0|7.0|0|0.0|100
0|2020-05-08|276.0|0|276.0|0|8.0|0|0.0|100
0|2020-05-09|279.0|0|279.0|0|8.0|0|0.0|100
0|2020-05-10|280.0|0|280.0|0|8.0|0|0.0|100
0|2020-05-11|286.0|0|286.0|0|8.0|0|0.0|100
0|2020-05-12|286.0|0|286.0|0|8.0|0|0.0|100
0|2020-05-13|291.0|0|291.0|0|8.0|0|0.0|100
