|dates|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.missing|OutofMI_Michigan_UnitedStates.NYT_ConfirmedCases.data|OutofMI_Michigan_UnitedStates.NYT_ConfirmedCases.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|4.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|6.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|7.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|7.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|8.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|15.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-29|18.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-30|17.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-31|20.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-01|42.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-02|48.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-03|74.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-04|83.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-05|83.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-06|91.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-07|118.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-08|126.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-09|131.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-10|137.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-11|140.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-12|144.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-13|148.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-14|157.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-15|166.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-16|166.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-17|71.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-18|74.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-19|76.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-20|69.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-21|69.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-22|37.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-23|39.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-24|14.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-25|19.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-26|27.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-27|20.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-28|28.0|0|0.0|100|1.0|0|0.0|100
0|2020-04-29|39.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-30|32.0|0|0.0|100|1.0|0|0.0|100
0|2020-05-01|8.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-02|16.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-03|18.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-04|22.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-05|64.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|64.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|64.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|7.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-09|21.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-10|22.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-11|26.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-12|75.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-13|84.0|0|0.0|100|0.0|0|0.0|100
