|dates|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Olmsted_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Olmsted_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|5.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-20|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-21|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-22|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-23|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-24|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-25|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-26|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-27|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-28|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-29|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-30|51.0|0|51.0|0|0.0|0|0.0|100
0|2020-03-31|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-01|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-02|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-03|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-04|88.0|0|88.0|0|2.0|0|0.0|100
0|2020-04-05|95.0|0|95.0|0|3.0|0|0.0|100
0|2020-04-06|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-07|103.0|0|103.0|0|2.0|0|0.0|100
0|2020-04-08|108.0|0|108.0|0|2.0|0|0.0|100
0|2020-04-09|114.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-10|126.0|0|126.0|0|2.0|0|0.0|100
0|2020-04-11|132.0|0|132.0|0|2.0|0|0.0|100
0|2020-04-12|143.0|0|143.0|0|2.0|0|0.0|100
0|2020-04-13|143.0|0|143.0|0|2.0|0|0.0|100
0|2020-04-14|147.0|0|147.0|0|2.0|0|0.0|100
0|2020-04-15|153.0|0|153.0|0|2.0|0|0.0|100
0|2020-04-16|153.0|0|163.0|0|2.0|0|0.0|100
0|2020-04-17|174.0|0|174.0|0|2.0|0|0.0|100
0|2020-04-18|177.0|0|177.0|0|2.0|0|0.0|100
0|2020-04-19|194.0|0|194.0|0|3.0|0|0.0|100
0|2020-04-20|197.0|0|197.0|0|4.0|0|0.0|100
0|2020-04-21|198.0|0|198.0|0|4.0|0|0.0|100
0|2020-04-22|204.0|0|204.0|0|4.0|0|0.0|100
0|2020-04-23|213.0|0|213.0|0|5.0|0|0.0|100
0|2020-04-24|219.0|0|219.0|0|6.0|0|0.0|100
0|2020-04-25|238.0|0|238.0|0|6.0|0|0.0|100
0|2020-04-26|239.0|0|239.0|0|6.0|0|0.0|100
0|2020-04-27|246.0|0|246.0|0|6.0|0|0.0|100
0|2020-04-28|251.0|0|251.0|0|6.0|0|0.0|100
0|2020-04-29|256.0|0|256.0|0|6.0|0|0.0|100
0|2020-04-30|265.0|0|265.0|0|6.0|0|0.0|100
0|2020-05-01|269.0|0|269.0|0|8.0|0|0.0|100
0|2020-05-02|282.0|0|282.0|0|8.0|0|0.0|100
0|2020-05-03|293.0|0|293.0|0|8.0|0|0.0|100
0|2020-05-04|305.0|0|305.0|0|8.0|0|0.0|100
0|2020-05-05|313.0|0|313.0|0|8.0|0|0.0|100
0|2020-05-06|322.0|0|322.0|0|8.0|0|0.0|100
0|2020-05-07|336.0|0|336.0|0|8.0|0|0.0|100
0|2020-05-08|351.0|0|351.0|0|9.0|0|0.0|100
0|2020-05-09|363.0|0|363.0|0|9.0|0|0.0|100
0|2020-05-10|368.0|0|368.0|0|9.0|0|0.0|100
0|2020-05-11|374.0|0|374.0|0|9.0|0|0.0|100
0|2020-05-12|378.0|0|378.0|0|9.0|0|0.0|100
0|2020-05-13|385.0|0|378.0|0|9.0|0|0.0|100
