|dates|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.data|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Saline_Missouri_UnitedStates.NYT_ConfirmedCases.data|Saline_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-04-03|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-04|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-05|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-06|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-07|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-04-08|5.0|0|7.0|0|0.0|0|0.0|100
0|2020-04-09|7.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-10|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-11|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-12|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-13|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-14|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-15|35.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-16|51.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-17|53.0|0|51.0|0|0.0|0|0.0|100
0|2020-04-18|60.0|0|51.0|0|0.0|0|0.0|100
0|2020-04-19|64.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-20|67.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-21|72.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-22|96.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-23|123.0|0|81.0|0|0.0|0|0.0|100
0|2020-04-24|142.0|0|139.0|0|0.0|0|0.0|100
0|2020-04-25|143.0|0|143.0|0|0.0|0|0.0|100
0|2020-04-26|162.0|0|159.0|0|0.0|0|0.0|100
0|2020-04-27|168.0|0|168.0|0|0.0|0|0.0|100
0|2020-04-28|170.0|0|170.0|0|0.0|0|0.0|100
0|2020-04-29|188.0|0|182.0|0|0.0|0|0.0|100
0|2020-04-30|188.0|0|184.0|0|0.0|0|0.0|100
0|2020-05-01|192.0|0|190.0|0|0.0|0|0.0|100
0|2020-05-02|195.0|0|193.0|0|0.0|0|0.0|100
0|2020-05-03|199.0|0|199.0|0|0.0|0|0.0|100
0|2020-05-04|204.0|0|204.0|0|0.0|0|0.0|100
0|2020-05-05|206.0|0|205.0|0|0.0|0|0.0|100
0|2020-05-06|208.0|0|208.0|0|0.0|0|0.0|100
0|2020-05-07|211.0|0|208.0|0|0.0|0|0.0|100
0|2020-05-08|214.0|0|214.0|0|0.0|0|0.0|100
0|2020-05-09|215.0|0|215.0|0|0.0|0|0.0|100
0|2020-05-10|219.0|0|219.0|0|0.0|0|0.0|100
0|2020-05-11|219.0|0|219.0|0|0.0|0|0.0|100
0|2020-05-12|219.0|0|219.0|0|0.0|0|0.0|100
0|2020-05-13|227.0|0|224.0|0|0.0|0|0.0|100
