|dates|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Walworth_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Walworth_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-29|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-30|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-31|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-04-01|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-02|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-03|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-04|15.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-05|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-06|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-07|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-08|21.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-09|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-10|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-11|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-12|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-13|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-14|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-15|49.0|0|49.0|0|2.0|0|0.0|100
0|2020-04-16|71.0|0|71.0|0|3.0|0|0.0|100
0|2020-04-17|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-04-18|89.0|0|89.0|0|4.0|0|0.0|100
0|2020-04-19|89.0|0|89.0|0|6.0|0|0.0|100
0|2020-04-20|86.0|0|86.0|0|6.0|0|0.0|100
0|2020-04-21|90.0|0|90.0|0|7.0|0|0.0|100
0|2020-04-22|94.0|0|94.0|0|7.0|0|0.0|100
0|2020-04-23|100.0|0|100.0|0|7.0|0|0.0|100
0|2020-04-24|113.0|0|113.0|0|7.0|0|0.0|100
0|2020-04-25|132.0|0|132.0|0|8.0|0|0.0|100
0|2020-04-26|135.0|0|135.0|0|8.0|0|0.0|100
0|2020-04-27|138.0|0|138.0|0|8.0|0|0.0|100
0|2020-04-28|139.0|0|139.0|0|8.0|0|0.0|100
0|2020-04-29|156.0|0|156.0|0|8.0|0|0.0|100
0|2020-04-30|161.0|0|161.0|0|8.0|0|0.0|100
0|2020-05-01|171.0|0|171.0|0|8.0|0|0.0|100
0|2020-05-02|183.0|0|183.0|0|8.0|0|0.0|100
0|2020-05-03|197.0|0|197.0|0|8.0|0|0.0|100
0|2020-05-04|211.0|0|211.0|0|8.0|0|0.0|100
0|2020-05-05|212.0|0|212.0|0|8.0|0|0.0|100
0|2020-05-06|215.0|0|215.0|0|9.0|0|0.0|100
0|2020-05-07|226.0|0|226.0|0|9.0|0|0.0|100
0|2020-05-08|226.0|0|226.0|0|10.0|0|0.0|100
0|2020-05-09|229.0|0|229.0|0|10.0|0|0.0|100
0|2020-05-10|235.0|0|235.0|0|10.0|0|0.0|100
0|2020-05-11|240.0|0|240.0|0|10.0|0|0.0|100
0|2020-05-12|244.0|0|244.0|0|11.0|0|0.0|100
0|2020-05-13|243.0|0|243.0|0|11.0|0|0.0|100
