|dates|Allen_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Allen_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Allen_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Allen_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Allen_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Allen_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Allen_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Allen_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-29|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-30|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-31|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-01|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-02|26.0|0|26.0|0|3.0|0|0.0|100
0|2020-04-03|34.0|0|34.0|0|3.0|0|0.0|100
0|2020-04-04|39.0|0|39.0|0|3.0|0|0.0|100
0|2020-04-05|40.0|0|40.0|0|5.0|0|0.0|100
0|2020-04-06|52.0|0|52.0|0|5.0|0|0.0|100
0|2020-04-07|58.0|0|58.0|0|5.0|0|0.0|100
0|2020-04-08|65.0|0|65.0|0|5.0|0|0.0|100
0|2020-04-09|66.0|0|66.0|0|5.0|0|0.0|100
0|2020-04-10|67.0|0|67.0|0|5.0|0|0.0|100
0|2020-04-11|71.0|0|71.0|0|7.0|0|0.0|100
0|2020-04-12|73.0|0|73.0|0|7.0|0|0.0|100
0|2020-04-13|74.0|0|74.0|0|7.0|0|0.0|100
0|2020-04-14|74.0|0|74.0|0|8.0|0|0.0|100
0|2020-04-15|74.0|0|74.0|0|8.0|0|0.0|100
0|2020-04-16|78.0|0|78.0|0|9.0|0|0.0|100
0|2020-04-17|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-18|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-19|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-20|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-21|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-22|80.0|0|80.0|0|9.0|0|0.0|100
0|2020-04-23|81.0|0|81.0|0|9.0|0|0.0|100
0|2020-04-24|81.0|0|81.0|0|9.0|0|0.0|100
0|2020-04-25|82.0|0|82.0|0|9.0|0|0.0|100
0|2020-04-26|82.0|0|82.0|0|9.0|0|0.0|100
0|2020-04-27|87.0|0|87.0|0|9.0|0|0.0|100
0|2020-04-28|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-04-29|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-04-30|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-01|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-02|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-03|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-04|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-05|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-06|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-07|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-08|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-09|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-10|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-11|90.0|0|90.0|0|9.0|0|0.0|100
0|2020-05-12|90.0|0|90.0|0|10.0|0|0.0|100
0|2020-05-13|94.0|0|94.0|0|10.0|0|0.0|100
