|dates|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.data|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Florida_UnitedStates.NYT_ConfirmedCases.data|Seminole_Florida_UnitedStates.NYT_ConfirmedCases.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-17|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-18|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-19|8.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-20|10.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-21|12.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-22|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-23|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-24|23.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-25|29.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-26|37.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-27|49.0|0|54.0|0|0.0|0|0.0|100
0|2020-03-28|61.0|0|68.0|0|0.0|0|0.0|100
0|2020-03-29|76.0|0|81.0|0|0.0|0|0.0|100
0|2020-03-30|87.0|0|88.0|0|0.0|0|0.0|100
0|2020-03-31|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-01|109.0|0|128.0|0|0.0|0|0.0|100
0|2020-04-02|145.0|0|145.0|0|0.0|0|0.0|100
0|2020-04-03|163.0|0|163.0|0|0.0|0|0.0|100
0|2020-04-04|178.0|0|178.0|0|1.0|0|0.0|100
0|2020-04-05|191.0|0|191.0|0|1.0|0|0.0|100
0|2020-04-06|194.0|0|195.0|0|1.0|0|0.0|100
0|2020-04-07|202.0|0|202.0|0|1.0|0|0.0|100
0|2020-04-08|216.0|0|218.0|0|1.0|0|0.0|100
0|2020-04-09|228.0|0|229.0|0|1.0|0|0.0|100
0|2020-04-10|235.0|0|238.0|0|2.0|0|0.0|100
0|2020-04-11|242.0|0|242.0|0|2.0|0|0.0|100
0|2020-04-12|255.0|0|255.0|0|2.0|0|0.0|100
0|2020-04-13|268.0|0|268.0|0|2.0|0|0.0|100
0|2020-04-14|275.0|0|275.0|0|2.0|0|0.0|100
0|2020-04-15|283.0|0|284.0|0|2.0|0|0.0|100
0|2020-04-16|306.0|0|306.0|0|3.0|0|0.0|100
0|2020-04-17|313.0|0|313.0|0|4.0|0|0.0|100
0|2020-04-18|315.0|0|315.0|0|4.0|0|0.0|100
0|2020-04-19|320.0|0|320.0|0|5.0|0|0.0|100
0|2020-04-20|325.0|0|325.0|0|5.0|0|0.0|100
0|2020-04-21|328.0|0|328.0|0|6.0|0|0.0|100
0|2020-04-22|332.0|0|332.0|0|6.0|0|0.0|100
0|2020-04-23|340.0|0|340.0|0|7.0|0|0.0|100
0|2020-04-24|348.0|0|348.0|0|8.0|0|0.0|100
0|2020-04-25|351.0|0|351.0|0|8.0|0|0.0|100
0|2020-04-26|357.0|0|357.0|0|8.0|0|0.0|100
0|2020-04-27|367.0|0|367.0|0|8.0|0|0.0|100
0|2020-04-28|374.0|0|374.0|0|8.0|0|0.0|100
0|2020-04-29|373.0|0|373.0|0|8.0|0|0.0|100
0|2020-04-30|379.0|0|379.0|0|8.0|0|0.0|100
0|2020-05-01|385.0|0|385.0|0|8.0|0|0.0|100
0|2020-05-02|395.0|0|395.0|0|8.0|0|0.0|100
0|2020-05-03|394.0|0|394.0|0|8.0|0|0.0|100
0|2020-05-04|396.0|0|396.0|0|8.0|0|0.0|100
0|2020-05-05|403.0|0|403.0|0|8.0|0|0.0|100
0|2020-05-06|408.0|0|408.0|0|8.0|0|0.0|100
0|2020-05-07|410.0|0|410.0|0|8.0|0|0.0|100
0|2020-05-08|410.0|0|410.0|0|10.0|0|0.0|100
0|2020-05-09|411.0|0|411.0|0|11.0|0|0.0|100
0|2020-05-10|415.0|0|415.0|0|11.0|0|0.0|100
0|2020-05-11|415.0|0|415.0|0|11.0|0|0.0|100
0|2020-05-12|418.0|0|418.0|0|11.0|0|0.0|100
0|2020-05-13|422.0|0|422.0|0|11.0|0|0.0|100
