|dates|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Rockingham_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-14|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|4.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-16|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-17|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-18|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-19|17.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-20|19.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-21|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-22|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-23|28.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-24|38.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-25|42.0|0|56.0|0|0.0|0|0.0|100
0|2020-03-26|56.0|0|67.0|0|0.0|0|0.0|100
0|2020-03-27|67.0|0|75.0|0|0.0|0|0.0|100
0|2020-03-28|75.0|0|86.0|0|0.0|0|0.0|100
0|2020-03-29|86.0|0|100.0|0|0.0|0|0.0|100
0|2020-03-30|100.0|0|116.0|0|1.0|0|0.0|100
0|2020-03-31|137.0|0|137.0|0|1.0|0|0.0|100
0|2020-04-01|137.0|0|154.0|0|1.0|0|0.0|100
0|2020-04-02|170.0|0|170.0|0|1.0|0|0.0|100
0|2020-04-03|170.0|0|190.0|0|1.0|0|0.0|100
0|2020-04-04|190.0|0|213.0|0|1.0|0|0.0|100
0|2020-04-05|213.0|0|230.0|0|1.0|0|0.0|100
0|2020-04-06|246.0|0|246.0|0|1.0|0|0.0|100
0|2020-04-07|246.0|0|255.0|0|1.0|0|0.0|100
0|2020-04-08|255.0|0|268.0|0|1.0|0|0.0|100
0|2020-04-09|268.0|0|277.0|0|1.0|0|0.0|100
0|2020-04-10|268.0|0|305.0|0|1.0|0|0.0|100
0|2020-04-11|305.0|0|314.0|0|1.0|0|0.0|100
0|2020-04-12|314.0|0|345.0|0|1.0|0|0.0|100
0|2020-04-13|345.0|0|360.0|0|1.0|0|0.0|100
0|2020-04-14|378.0|0|378.0|0|1.0|0|0.0|100
0|2020-04-15|399.0|0|399.0|0|1.0|0|0.0|100
0|2020-04-16|399.0|0|433.0|0|1.0|0|0.0|100
0|2020-04-17|449.0|0|449.0|0|1.0|0|0.0|100
0|2020-04-18|466.0|0|466.0|0|1.0|0|0.0|100
0|2020-04-19|479.0|0|479.0|0|1.0|0|0.0|100
0|2020-04-20|489.0|0|489.0|0|1.0|0|0.0|100
0|2020-04-21|493.0|0|493.0|0|1.0|0|0.0|100
0|2020-04-22|519.0|0|519.0|0|1.0|0|0.0|100
0|2020-04-23|551.0|0|551.0|0|1.0|0|0.0|100
0|2020-04-24|568.0|0|568.0|0|1.0|0|0.0|100
0|2020-04-25|593.0|0|593.0|0|1.0|0|0.0|100
0|2020-04-26|619.0|0|619.0|0|1.0|0|0.0|100
0|2020-04-27|643.0|0|643.0|0|1.0|0|0.0|100
0|2020-04-28|664.0|0|664.0|0|1.0|0|0.0|100
0|2020-04-29|670.0|0|670.0|0|1.0|0|0.0|100
0|2020-04-30|692.0|0|692.0|0|16.0|0|0.0|100
0|2020-05-01|779.0|0|779.0|0|16.0|0|0.0|100
0|2020-05-02|828.0|0|828.0|0|16.0|0|0.0|100
0|2020-05-03|862.0|0|862.0|0|16.0|0|0.0|100
0|2020-05-04|878.0|0|878.0|0|16.0|0|0.0|100
0|2020-05-05|888.0|0|888.0|0|16.0|0|0.0|100
0|2020-05-06|903.0|0|903.0|0|16.0|0|0.0|100
0|2020-05-07|933.0|0|933.0|0|28.0|0|0.0|100
0|2020-05-08|949.0|0|949.0|0|28.0|0|0.0|100
0|2020-05-09|964.0|0|964.0|0|28.0|0|0.0|100
0|2020-05-10|978.0|0|978.0|0|28.0|0|0.0|100
0|2020-05-11|994.0|0|994.0|0|28.0|0|0.0|100
0|2020-05-12|1010.0|0|1010.0|0|28.0|0|0.0|100
